date	macro_dimension	dimension	gender	frequency
2020-02-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-02-07	Willingness to take action	Active-agentic	undefined	1
2020-02-07	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-02-07	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2020-02-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-02-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-02-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-02-08	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-02-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2020-02-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-08	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-02-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-02-09	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-02-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-02-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-02-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-02-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-02-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-02-11	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-02-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-02-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-02-12	Willingness to take action	Active-agentic	undefined	1
2020-02-12	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-02-12	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-02-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-02-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-02-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-02-13	Willingness to take action	Active-agentic	undefined	1
2020-02-13	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-02-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-02-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-02-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-02-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-02-14	Willingness to take action	Active-agentic	undefined	1
2020-02-14	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-02-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2020-02-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-02-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-15	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-02-15	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-02-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-02-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-02-16	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-16	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-02-16	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-02-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-02-17	Willingness to take action	Active-agentic	undefined	1
2020-02-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2020-02-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-02-18	Willingness to take action	Active-agentic	undefined	1
2020-02-18	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2020-02-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	5
2020-02-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-19	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-02-20	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-02-20	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-21	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-02-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-02-22	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-02-22	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-02-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-02-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-02-23	Willingness to take action	Active-agentic	undefined	1
2020-02-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-02-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-02-23	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-02-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-02-24	Willingness to take action	Active-agentic	undefined	1
2020-02-24	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-24	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-02-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-02-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-02-26	Willingness to take action	Active-agentic	undefined	1
2020-02-26	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-02-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-02-26	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-02-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-02-27	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-27	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-02-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-27	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-02-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-02-28	Willingness to take action	Active-agentic	undefined	1
2020-02-28	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-02-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-02-28	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-02-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-02-29	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-02-29	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-01-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-01	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-01	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-01-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-02	Willingness to take action	Active-agentic	undefined	2
2020-01-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-01-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-01-03	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-01-03	Conditionality-Variables Shaping outlook	Collective Action	undefined	8
2020-01-03	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-01-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-04	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-01-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-01-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-05	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2020-01-05	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-05	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-01-06	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2020-01-06	Willingness to take action	Active-agentic	undefined	1
2020-01-06	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-01-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	10
2020-01-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-01-07	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-01-07	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-01-07	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-01-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-08	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-01-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-01-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-01-08	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-09	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-09	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-01-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2020-01-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-01-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-01-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-01-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-11	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-01-11	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2020-01-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-01-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-01-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-01-12	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-12	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2020-01-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-01-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-01-13	Willingness to take action	Active-agentic	undefined	2
2020-01-13	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-01-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-01-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2020-01-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-14	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2020-01-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	10
2020-01-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-01-14	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-01-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2020-01-15	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-15	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-15	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-01-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-01-15	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-16	Willingness to take action	Active-agentic	undefined	1
2020-01-16	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-01-16	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-01-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-01-17	Willingness to take action	Active-agentic	undefined	1
2020-01-17	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2020-01-17	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-01-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-18	Willingness to take action	Active-agentic	undefined	1
2020-01-18	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-01-18	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-01-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-01-18	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-01-19	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-19	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2020-01-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-01-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	6
2020-01-20	Willingness to take action	Active-agentic	undefined	1
2020-01-20	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-01-20	Conditionality-Variables Shaping outlook	Collective Action	undefined	11
2020-01-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-01-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-01-21	Willingness to take action	Active-agentic	undefined	1
2020-01-21	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-01-21	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-01-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-22	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2020-01-22	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-01-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-01-23	Willingness to take action	Active-agentic	undefined	1
2020-01-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-01-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-01-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-01-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	7
2020-01-24	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-24	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2020-01-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-01-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-25	Willingness to take action	Active-agentic	undefined	1
2020-01-25	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-01-25	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2020-01-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-01-26	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2020-01-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-01-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-01-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-27	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-01-28	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-01-28	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-01-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-01-28	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-01-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-01-29	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-29	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-01-29	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-01-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-01-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-01-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-01-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-01-31	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-12-01	Willingness to take action	Active-agentic	undefined	1
2019-12-01	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-12-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-01	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-01	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2019-12-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-02	Willingness to take action	Active-agentic	undefined	1
2019-12-02	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-12-02	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-12-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-12-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-12-03	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2019-12-03	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2019-12-03	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-12-04	Willingness to take action	Active-agentic	undefined	2
2019-12-04	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2019-12-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-12-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	11
2019-12-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-12-05	Willingness to take action	Active-agentic	undefined	2
2019-12-05	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2019-12-05	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-05	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2019-12-05	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	4
2019-12-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	9
2019-12-06	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-12-06	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-06	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-06	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2019-12-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-12-07	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-12-07	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-12-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-12-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2019-12-08	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-12-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-12-08	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-09	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-12-09	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-12-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-12-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-12-10	Willingness to take action	Active-agentic	undefined	1
2019-12-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2019-12-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	7
2019-12-11	Willingness to take action	Active-agentic	undefined	1
2019-12-11	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-11	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-12-11	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-12-12	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-12	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-12-13	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-12-14	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-12-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-15	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-12-15	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-12-15	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-12-16	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-12-16	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-16	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2019-12-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	6
2019-12-17	Willingness to take action	Active-agentic	undefined	4
2019-12-17	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2019-12-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-17	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-12-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	8
2019-12-18	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-18	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-12-18	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-12-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2019-12-19	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-12-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2019-12-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	7
2019-12-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2019-12-20	Willingness to take action	Active-agentic	undefined	2
2019-12-20	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-12-20	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2019-12-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2019-12-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-12-21	Willingness to take action	Active-agentic	undefined	2
2019-12-21	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-12-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-12-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-12-22	Willingness to take action	Active-agentic	undefined	1
2019-12-22	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-22	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-12-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-12-23	Willingness to take action	Active-agentic	undefined	1
2019-12-23	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-12-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2019-12-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-12-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-12-24	Willingness to take action	Active-agentic	undefined	1
2019-12-24	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-12-25	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-12-25	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
