date	column	frequency
2020-02-19	anger	11.55
2020-02-19	sad	70.31
2020-02-19	disgust	2.37
2020-02-19	love	32.05
2020-02-19	fear	3
2020-02-20	socio-political content	1155.5264
2020-02-20	COVID19 content	420.8738
2020-02-20	Negative Valence	1125.6214
2020-02-20	Aggression	547.3612
2020-02-20	Target other countries	658.76
2020-02-20	Target religious sect	587.6478
2020-02-20	Target sexual orientation	302.4076
2020-02-20	Disease dehumanization	1004.1858
2020-02-20	sports	8
2020-02-20	joy	90.1
2020-02-20	pride	6.06
2020-02-20	anger	10.17
2020-02-20	sad	70.29
2020-02-20	disgust	1.56
2020-02-20	love	37.75
2020-02-20	fear	3.99
2020-02-21	socio-political content	1241.8413
2020-02-21	COVID19 content	395.9581
2020-02-21	Negative Valence	1142.352
2020-02-21	Aggression	583.4587
2020-02-21	Target other countries	715.8
2020-02-21	Target religious sect	687.458
2020-02-21	Target sexual orientation	292.6307
2020-02-21	Disease dehumanization	1022.7785
2020-02-21	sports	12
2020-02-21	joy	100.13
2020-02-21	pride	4.5
2020-02-21	anger	23.73
2020-02-21	sad	78.91
2020-02-21	disgust	2.55
2020-02-21	love	57.87
2020-02-21	fear	4.06
2020-02-22	socio-political content	1182.9781
2020-02-22	COVID19 content	365.9051
2020-02-22	Negative Valence	1140.8414
2020-02-22	Aggression	559.4068
2020-02-22	Target other countries	677.58
2020-02-22	Target religious sect	649.7974
2020-02-22	Target sexual orientation	280.8531
2020-02-22	Disease dehumanization	974.592
2020-02-22	sports	13
2020-02-22	joy	116.96
2020-02-22	pride	7.5
2020-02-22	anger	7.8
2020-02-22	sad	72.52
2020-02-22	disgust	1.5
2020-02-22	love	42.79
2020-02-22	fear	1.5
2020-02-23	socio-political content	1076.9892
2020-02-23	COVID19 content	348.3068
2020-02-23	Negative Valence	948.2338
2020-02-23	Aggression	501.5832
2020-02-23	Target other countries	571.7
2020-02-23	Target religious sect	583.7622
2020-02-23	Target sexual orientation	264.9923
2020-02-23	Disease dehumanization	895.6426
2020-02-23	sports	11
2020-02-23	joy	97.31
2020-02-23	pride	3.75
2020-02-23	anger	10.92
2020-02-23	sad	60.58
2020-02-23	disgust	1.5
2020-02-23	love	36.47
2020-02-23	fear	3
2020-02-24	socio-political content	1112.5852
2020-02-24	COVID19 content	386.9376
2020-02-24	Negative Valence	1057.3619
2020-02-24	Aggression	554.8262
2020-02-24	Target other countries	596.17
2020-02-24	Target religious sect	594.7134
2020-02-24	Target sexual orientation	285.314
2020-02-24	Disease dehumanization	969.7224
2020-02-24	sports	8
2020-02-24	joy	84.75
2020-02-24	pride	3.81
2020-02-24	anger	4.56
2020-02-24	sad	47.56
2020-02-24	disgust	0.75
2020-02-24	love	29.34
2020-02-24	fear	3
2020-02-25	socio-political content	1290.3075
2020-02-25	COVID19 content	439.4178
2020-02-25	Negative Valence	1204.7786
2020-02-25	Aggression	570.0726
2020-02-25	Target other countries	723.2
2020-02-25	Target religious sect	714.9318
2020-02-25	Target sexual orientation	318.8338
2020-02-25	Disease dehumanization	1107.2529
2020-02-25	sports	9
2020-02-25	joy	74.78
2020-02-25	pride	9.18
2020-02-25	anger	9.05
2020-02-25	sad	66.84
2020-02-25	disgust	5.31
2020-02-25	love	41.26
2020-02-25	fear	0.75
2020-02-26	socio-political content	1370.171
2020-02-26	COVID19 content	468.284
2020-02-26	Negative Valence	1244.0901
2020-02-26	Aggression	607.5042
2020-02-26	Target other countries	732.51
2020-02-26	Target religious sect	712.8742
2020-02-26	Target sexual orientation	354.3362
2020-02-26	Disease dehumanization	1195.6137
2020-02-26	sports	8
2020-02-26	joy	112.49
2020-02-26	pride	3.75
2020-02-26	anger	11.49
2020-02-26	sad	63.51
2020-02-26	disgust	0
2020-02-26	love	49.02
2020-02-26	fear	1.5
2020-02-27	socio-political content	1305.6119
2020-02-27	COVID19 content	402.7427
2020-02-27	Negative Valence	1134.5542
2020-02-27	Aggression	593.8903
2020-02-27	Target other countries	713.21
2020-02-27	Target religious sect	677.6735
2020-02-27	Target sexual orientation	318.548
2020-02-27	Disease dehumanization	1103.5641
2020-02-27	sports	3
2020-02-27	joy	103
2020-02-27	pride	4.62
2020-02-27	anger	17.03
2020-02-27	sad	47.19
2020-02-27	disgust	3.81
2020-02-27	love	46
2020-02-27	fear	2.37
2020-02-28	socio-political content	1500.2344
2020-02-28	COVID19 content	507.8766
2020-02-28	Negative Valence	1354.6155
2020-02-28	Aggression	677.8938
2020-02-28	Target other countries	826.44
2020-02-28	Target religious sect	759.2294
2020-02-28	Target sexual orientation	375.3794
2020-02-28	Disease dehumanization	1317.186
2020-02-28	sports	4
2020-02-28	joy	103.26
2020-02-28	pride	5.43
2020-02-28	anger	20.78
2020-02-28	sad	64.55
2020-02-28	disgust	4.62
2020-02-28	love	49.86
2020-02-28	fear	3.93
2020-02-29	socio-political content	1236.3249
2020-02-29	COVID19 content	388.2544
2020-02-29	Negative Valence	1121.7433
2020-02-29	Aggression	568.3335
2020-02-29	Target other countries	641.44
2020-02-29	Target religious sect	603.2236
2020-02-29	Target sexual orientation	271.7953
2020-02-29	Disease dehumanization	992.6424
2020-02-29	sports	13
2020-02-29	joy	84.32
2020-02-29	pride	6.75
2020-02-29	anger	11.61
2020-02-29	sad	61.12
2020-02-29	disgust	3.18
2020-02-29	love	40.65
2020-02-29	fear	1.5
2020-03-01	socio-political content	1286.6123
2020-03-01	COVID19 content	327.5236
2020-03-01	Negative Valence	1151.6017
2020-03-01	Aggression	588.3545
2020-03-01	Target other countries	643.21
2020-03-01	Target religious sect	672.266
2020-03-01	Target sexual orientation	313.2094
2020-03-01	Disease dehumanization	967.9582
2020-03-01	sports	7
2020-03-01	joy	100.02
2020-03-01	pride	7.75
2020-03-01	anger	3
2020-03-01	sad	76.77
2020-03-01	disgust	1.5
2020-03-01	love	69.08
2020-03-01	fear	0.75
2020-03-02	socio-political content	1599.0674
2020-03-02	COVID19 content	496.1446
2020-03-02	Negative Valence	1341.0631
2020-03-02	Aggression	746.1351
2020-03-02	Target other countries	786.08
2020-03-02	Target religious sect	840.7674
2020-03-02	Target sexual orientation	427.2316
2020-03-02	Disease dehumanization	1253.2228
2020-03-02	sports	5
2020-03-02	joy	87.24
2020-03-02	pride	4.56
2020-03-02	anger	8.49
2020-03-02	sad	87.85
2020-03-02	disgust	6.3
2020-03-02	love	47.82
2020-03-02	fear	3.12
2020-03-03	socio-political content	1468.0619
2020-03-03	COVID19 content	433.9112
2020-03-03	Negative Valence	1271.5209
2020-03-03	Aggression	673.9975
2020-03-03	Target other countries	752.44
2020-03-03	Target religious sect	771.3417
2020-03-03	Target sexual orientation	385.9842
2020-03-03	Disease dehumanization	1177.9308
2020-03-03	sports	13
2020-03-03	joy	129.19
2020-03-03	pride	3.81
2020-03-03	anger	15.36
2020-03-03	sad	66.77
2020-03-03	disgust	5.25
2020-03-03	love	40.19
2020-03-03	fear	1.5
2020-03-04	socio-political content	1515.5145
2020-03-04	COVID19 content	432.2108
2020-03-04	Negative Valence	1342.2658
2020-03-04	Aggression	663.2822
2020-03-04	Target other countries	761.55
2020-03-04	Target religious sect	873.5493
2020-03-04	Target sexual orientation	349.7447
2020-03-04	Disease dehumanization	1112.0224
2020-03-04	sports	4
2020-03-04	joy	128.02
2020-03-04	pride	3.87
2020-03-04	anger	14.8
2020-03-04	sad	51.95
2020-03-04	disgust	5.49
2020-03-04	love	44.05
2020-03-04	fear	3.87
2020-03-05	socio-political content	1329.1786
2020-03-05	COVID19 content	390.2251
2020-03-05	Negative Valence	1151.1459
2020-03-05	Aggression	567.8322
2020-03-05	Target other countries	677.44
2020-03-05	Target religious sect	690.1857
2020-03-05	Target sexual orientation	337.9807
2020-03-05	Disease dehumanization	995.4985
2020-03-05	sports	9
2020-03-05	joy	83.75
2020-03-05	pride	4.86
2020-03-05	anger	15.54
2020-03-05	sad	39.34
2020-03-05	disgust	6.12
2020-03-05	love	34.77
2020-03-05	fear	4.5
2020-03-06	socio-political content	1468.8019
2020-03-06	COVID19 content	463.9672
2020-03-06	Negative Valence	1254.8144
2020-03-06	Aggression	674.1716
2020-03-06	Target other countries	709.92
2020-03-06	Target religious sect	804.0914
2020-03-06	Target sexual orientation	380.0517
2020-03-06	Disease dehumanization	1103.8481
2020-03-06	sports	6
2020-03-06	joy	107.01
2020-03-06	pride	2.25
2020-03-06	anger	10.05
2020-03-06	sad	41.92
2020-03-06	disgust	3.24
2020-03-06	love	40.09
2020-03-06	fear	3.75
2020-03-07	socio-political content	1071.7104
2020-03-07	COVID19 content	298.7738
2020-03-07	Negative Valence	971.6091
2020-03-07	Aggression	453.2392
2020-03-07	Target other countries	524.2
2020-03-07	Target religious sect	549.8535
2020-03-07	Target sexual orientation	246.7119
2020-03-07	Disease dehumanization	774.0928
2020-03-07	sports	12
2020-03-07	joy	72.83
2020-03-07	pride	3.06
2020-03-07	anger	6.87
2020-03-07	sad	48.07
2020-03-07	disgust	1.56
2020-03-07	love	35.45
2020-03-07	fear	1.62
2020-03-08	socio-political content	1271.9478
2020-03-08	COVID19 content	367.7264
2020-03-08	Negative Valence	1068.921
2020-03-08	Aggression	582.624
2020-03-08	Target other countries	662.63
2020-03-08	Target religious sect	689.3791
2020-03-08	Target sexual orientation	342.367
2020-03-08	Disease dehumanization	990.9154
2020-03-08	sports	12
2020-03-08	joy	83.42
2020-03-08	pride	3
2020-03-08	anger	12.54
2020-03-08	sad	49.3
2020-03-08	disgust	6.99
2020-03-08	love	48.24
2020-03-08	fear	1.5
2020-03-09	socio-political content	1372.8414
2020-03-09	COVID19 content	431.3512
2020-03-09	Negative Valence	1159.5126
2020-03-09	Aggression	587.1642
2020-03-09	Target other countries	696.07
2020-03-09	Target religious sect	742.5545
2020-03-09	Target sexual orientation	340.6601
2020-03-09	Disease dehumanization	1020.6355
2020-03-09	sports	3
2020-03-09	joy	91.1
2020-03-09	pride	5.37
2020-03-09	anger	7.56
2020-03-09	sad	31.81
2020-03-09	disgust	5.37
2020-03-09	love	46.06
2020-03-09	fear	5.37
2020-03-10	socio-political content	1460.086
2020-03-10	COVID19 content	484.7829
2020-03-10	Negative Valence	1327.2768
2020-03-10	Aggression	675.4706
2020-03-10	Target other countries	795.9
2020-03-10	Target religious sect	801.2554
2020-03-10	Target sexual orientation	363.496
2020-03-10	Disease dehumanization	1138.6394
2020-03-10	sports	4
2020-03-10	joy	91.59
2020-03-10	pride	5.31
2020-03-10	anger	10.06
2020-03-10	sad	60.8
2020-03-10	disgust	6.18
2020-03-10	love	47.06
2020-03-10	fear	6.06
2020-03-11	socio-political content	1559.9356
2020-03-11	COVID19 content	475.7866
2020-03-11	Negative Valence	1345.8143
2020-03-11	Aggression	674.7723
2020-03-11	Target other countries	777.06
2020-03-11	Target religious sect	781.2636
2020-03-11	Target sexual orientation	348.1726
2020-03-11	Disease dehumanization	1151.0719
2020-03-11	sports	11
2020-03-11	joy	111.5
2020-03-11	pride	7.62
2020-03-11	anger	11.73
2020-03-11	sad	41.98
2020-03-11	disgust	2.25
2020-03-11	love	35.08
2020-03-11	fear	8.43
2020-03-12	socio-political content	1721.935
2020-03-12	COVID19 content	515.4125
2020-03-12	Negative Valence	1550.8598
2020-03-12	Aggression	749.9117
2020-03-12	Target other countries	858.03
2020-03-12	Target religious sect	969.79
2020-03-12	Target sexual orientation	493.2888
2020-03-12	Disease dehumanization	1329.0736
2020-03-12	sports	4
2020-03-12	joy	97.44
2020-03-12	pride	2.25
2020-03-12	anger	7.42
2020-03-12	sad	50.55
2020-03-12	disgust	12.18
2020-03-12	love	53.22
2020-03-12	fear	6
2020-03-13	socio-political content	1843.6863
2020-03-13	COVID19 content	574.266
2020-03-13	Negative Valence	1547.0425
2020-03-13	Aggression	802.5966
2020-03-13	Target other countries	902.39
2020-03-13	Target religious sect	943.1951
2020-03-13	Target sexual orientation	496.9085
2020-03-13	Disease dehumanization	1420.0499
2020-03-13	sports	2
2020-03-13	joy	118.43
2020-03-13	pride	6.75
2020-03-13	anger	14.67
2020-03-13	sad	56.08
2020-03-13	disgust	13.62
2020-03-13	love	48.99
2020-03-13	fear	7.86
2020-03-14	socio-political content	1781.6805
2020-03-14	COVID19 content	550.3021
2020-03-14	Negative Valence	1571.0332
2020-03-14	Aggression	836.2779
2020-03-14	Target other countries	887.77
2020-03-14	Target religious sect	944.3035
2020-03-14	Target sexual orientation	497.8764
2020-03-14	Disease dehumanization	1445.4246
2020-03-14	sports	3
2020-03-14	joy	121.04
2020-03-14	pride	6.37
2020-03-14	anger	12.24
2020-03-14	sad	52.31
2020-03-14	disgust	0
2020-03-14	love	43.87
2020-03-14	fear	7.86
2020-03-15	socio-political content	1729.2557
2020-03-15	COVID19 content	508.9642
2020-03-15	Negative Valence	1510.5771
2020-03-15	Aggression	798.2006
2020-03-15	Target other countries	888.48
2020-03-15	Target religious sect	886.6509
2020-03-15	Target sexual orientation	499.2769
2020-03-15	Disease dehumanization	1384.2688
2020-03-15	sports	7
2020-03-15	joy	106.92
2020-03-15	pride	7.56
2020-03-15	anger	17.35
2020-03-15	sad	64.12
2020-03-15	disgust	3.75
2020-03-15	love	47.4
2020-03-15	fear	5.25
2020-03-16	socio-political content	1996.4292
2020-03-16	COVID19 content	603.4016
2020-03-16	Negative Valence	1744.02
2020-03-16	Aggression	903.9571
2020-03-16	Target other countries	1009.42
2020-03-16	Target religious sect	1063.0489
2020-03-16	Target sexual orientation	561.7998
2020-03-16	Disease dehumanization	1656.4801
2020-03-16	sports	0
2020-03-16	joy	124.46
2020-03-16	pride	5.31
2020-03-16	anger	16.84
2020-03-16	sad	58.19
2020-03-16	disgust	14.62
2020-03-16	love	41.56
2020-03-16	fear	3.87
2020-03-17	socio-political content	2065.2006
2020-03-17	COVID19 content	644.6293
2020-03-17	Negative Valence	1820.4297
2020-03-17	Aggression	934.2041
2020-03-17	Target other countries	1084.19
2020-03-17	Target religious sect	1122.5515
2020-03-17	Target sexual orientation	573.3769
2020-03-17	Disease dehumanization	1630.1126
2020-03-17	sports	3
2020-03-17	joy	140.23
2020-03-17	pride	6.3
2020-03-17	anger	10.81
2020-03-17	sad	60.95
2020-03-17	disgust	7.74
2020-03-17	love	53.23
2020-03-17	fear	8.49
2020-03-18	socio-political content	1877.9631
2020-03-18	COVID19 content	571.7326
2020-03-18	Negative Valence	1623.1402
2020-03-18	Aggression	843.0054
2020-03-18	Target other countries	976.25
2020-03-18	Target religious sect	1049.4852
2020-03-18	Target sexual orientation	526.5083
2020-03-18	Disease dehumanization	1499.943
2020-03-18	sports	3
2020-03-18	joy	129.87
2020-03-18	pride	2.25
2020-03-18	anger	10.67
2020-03-18	sad	74.62
2020-03-18	disgust	6.75
2020-03-18	love	42.39
2020-03-18	fear	8.61
2020-03-19	socio-political content	1985.2844
2020-03-19	COVID19 content	602.6526
2020-03-19	Negative Valence	1766.0991
2020-03-19	Aggression	899.9455
2020-03-19	Target other countries	994.26
2020-03-19	Target religious sect	1098.7258
2020-03-19	Target sexual orientation	549.1381
2020-03-19	Disease dehumanization	1594.0381
2020-03-19	sports	3
2020-03-19	joy	137.94
2020-03-19	pride	4.62
2020-03-19	anger	19.09
2020-03-19	sad	63.57
2020-03-19	disgust	13.17
2020-03-19	love	57.59
2020-03-19	fear	4.11
2020-03-20	socio-political content	1993.2009
2020-03-20	COVID19 content	622.9983
2020-03-20	Negative Valence	1817.1318
2020-03-20	Aggression	933.7105
2020-03-20	Target other countries	1012.61
2020-03-20	Target religious sect	1094.726
2020-03-20	Target sexual orientation	566.317
2020-03-20	Disease dehumanization	1649.0344
2020-03-20	sports	5
2020-03-20	joy	145.93
2020-03-20	pride	4.62
2020-03-20	anger	13.56
2020-03-20	sad	64.92
2020-03-20	disgust	10.05
2020-03-20	love	63.41
2020-03-20	fear	8.49
2020-03-21	socio-political content	2135.642
2020-03-21	COVID19 content	660.6953
2020-03-21	Negative Valence	1882.1256
2020-03-21	Aggression	1014.7014
2020-03-21	Target other countries	1077.62
2020-03-21	Target religious sect	1115.7063
2020-03-21	Target sexual orientation	607.6609
2020-03-21	Disease dehumanization	1766.6476
2020-03-21	sports	6
2020-03-21	joy	153.25
2020-03-21	pride	7.68
2020-03-21	anger	11.23
2020-03-21	sad	74.84
2020-03-21	disgust	7.86
2020-03-21	love	63.41
2020-03-21	fear	3
2020-03-22	socio-political content	1872.1989
2020-03-22	COVID19 content	532.337
2020-03-22	Negative Valence	1651.7966
2020-03-22	Aggression	823.1353
2020-03-22	Target other countries	998.29
2020-03-22	Target religious sect	980.063
2020-03-22	Target sexual orientation	470.1555
2020-03-22	Disease dehumanization	1448.5642
2020-03-22	sports	1
2020-03-22	joy	137.54
2020-03-22	pride	6.81
2020-03-22	anger	12.39
2020-03-22	sad	60.54
2020-03-22	disgust	9.42
2020-03-22	love	50.67
2020-03-22	fear	12.54
2020-03-23	socio-political content	1891.7946
2020-03-23	COVID19 content	555.3551
2020-03-23	Negative Valence	1647.3699
2020-03-23	Aggression	891.1452
2020-03-23	Target other countries	955
2020-03-23	Target religious sect	1002.0696
2020-03-23	Target sexual orientation	516.2334
2020-03-23	Disease dehumanization	1508.8385
2020-03-23	sports	5
2020-03-23	joy	125.99
2020-03-23	pride	6.06
2020-03-23	anger	11.49
2020-03-23	sad	49
2020-03-23	disgust	9.12
2020-03-23	love	58.59
2020-03-23	fear	4.86
2020-03-24	socio-political content	1795.1287
2020-03-24	COVID19 content	574.4265
2020-03-24	Negative Valence	1659.2447
2020-03-24	Aggression	851.731
2020-03-24	Target other countries	997.2
2020-03-24	Target religious sect	1015.4754
2020-03-24	Target sexual orientation	478.5034
2020-03-24	Disease dehumanization	1423.9492
2020-03-24	sports	2
2020-03-24	joy	143.12
2020-03-24	pride	8.22
2020-03-24	anger	9.67
2020-03-24	sad	71.8
2020-03-24	disgust	6.75
2020-03-24	love	56.03
2020-03-24	fear	5.25
2020-03-25	socio-political content	1954.7632
2020-03-25	COVID19 content	580.1281
2020-03-25	Negative Valence	1683.9949
2020-03-25	Aggression	879.5412
2020-03-25	Target other countries	999.63
2020-03-25	Target religious sect	1040.0792
2020-03-25	Target sexual orientation	519.3439
2020-03-25	Disease dehumanization	1551.029
2020-03-25	sports	3
2020-03-25	joy	97.64
2020-03-25	pride	5.25
2020-03-25	anger	17.35
2020-03-25	sad	54.15
2020-03-25	disgust	7.86
2020-03-25	love	79.53
2020-03-25	fear	3.81
2020-03-26	socio-political content	2075.3781
2020-03-26	COVID19 content	620.3308
2020-03-26	Negative Valence	1825.6299
2020-03-26	Aggression	939.8546
2020-03-26	Target other countries	1088.21
2020-03-26	Target religious sect	1101.1625
2020-03-26	Target sexual orientation	513.2242
2020-03-26	Disease dehumanization	1585.9717
2020-03-26	sports	4
2020-03-26	joy	144.37
2020-03-26	pride	6.75
2020-03-26	anger	14.89
2020-03-26	sad	62.83
2020-03-26	disgust	7.68
2020-03-26	love	72.5
2020-03-26	fear	7.81
2020-03-27	socio-political content	1940.1389
2020-03-27	COVID19 content	542.316
2020-03-27	Negative Valence	1698.9951
2020-03-27	Aggression	884.7155
2020-03-27	Target other countries	1014.8
2020-03-27	Target religious sect	975.6231
2020-03-27	Target sexual orientation	483.351
2020-03-27	Disease dehumanization	1493.7642
2020-03-27	sports	4
2020-03-27	joy	134.54
2020-03-27	pride	3.06
2020-03-27	anger	17.11
2020-03-27	sad	61.86
2020-03-27	disgust	11.49
2020-03-27	love	66.44
2020-03-27	fear	6.3
2020-03-28	socio-political content	1821.8947
2020-03-28	COVID19 content	540.7393
2020-03-28	Negative Valence	1637.6809
2020-03-28	Aggression	773.5611
2020-03-28	Target other countries	977.67
2020-03-28	Target religious sect	1009.8881
2020-03-28	Target sexual orientation	457.5697
2020-03-28	Disease dehumanization	1399.1542
2020-03-28	sports	2
2020-03-28	joy	150.71
2020-03-28	pride	6.93
2020-03-28	anger	15.67
2020-03-28	sad	83.5
2020-03-28	disgust	7.68
2020-03-28	love	77.71
2020-03-28	fear	1.5
2020-03-29	socio-political content	1918.0672
2020-03-29	COVID19 content	550.6401
2020-03-29	Negative Valence	1687.3153
2020-03-29	Aggression	910.3124
2020-03-29	Target other countries	1000.61
2020-03-29	Target religious sect	1010.4084
2020-03-29	Target sexual orientation	532.2678
2020-03-29	Disease dehumanization	1504.7547
2020-03-29	sports	1
2020-03-29	joy	159.74
2020-03-29	pride	7.75
2020-03-29	anger	10.81
2020-03-29	sad	75.43
2020-03-29	disgust	7.62
2020-03-29	love	98.35
2020-03-29	fear	4.62
2020-03-30	socio-political content	1858.9731
2020-03-30	COVID19 content	550.8261
2020-03-30	Negative Valence	1645.0454
2020-03-30	Aggression	824.7883
2020-03-30	Target other countries	965.1
2020-03-30	Target religious sect	943.2355
2020-03-30	Target sexual orientation	457.3416
2020-03-30	Disease dehumanization	1379.4764
2020-03-30	sports	7
2020-03-30	joy	110.42
2020-03-30	pride	7.5
2020-03-30	anger	11.05
2020-03-30	sad	76.83
2020-03-30	disgust	8.43
2020-03-30	love	70.46
2020-03-30	fear	6.99
2020-03-31	socio-political content	1761.1808
2020-03-31	COVID19 content	532.404
2020-03-31	Negative Valence	1548.2611
2020-03-31	Aggression	806.1752
2020-03-31	Target other countries	957.43
2020-03-31	Target religious sect	905.2905
2020-03-31	Target sexual orientation	462.4598
2020-03-31	Disease dehumanization	1424.2687
2020-03-31	sports	4
2020-03-31	joy	114.78
2020-03-31	pride	7.12
2020-03-31	anger	17.4
2020-03-31	sad	72.03
2020-03-31	disgust	3.06
2020-03-31	love	72.02
2020-03-31	fear	4.56
2020-04-01	socio-political content	1764.7287
2020-04-01	COVID19 content	493.3576
2020-04-01	Negative Valence	1478.0873
2020-04-01	Aggression	772.126
2020-04-01	Target other countries	932.57
2020-04-01	Target religious sect	950.1343
2020-04-01	Target sexual orientation	423.4535
2020-04-01	Disease dehumanization	1389.5344
2020-04-01	sports	3
2020-04-01	joy	111.96
2020-04-01	pride	6.75
2020-04-01	anger	15.21
2020-04-01	sad	71.2
2020-04-01	disgust	6.3
2020-04-01	love	62.16
2020-04-01	fear	5.43
2020-04-02	socio-political content	1807.7021
2020-04-02	COVID19 content	548.4477
2020-04-02	Negative Valence	1548.1714
2020-04-02	Aggression	842.0395
2020-04-02	Target other countries	933.17
2020-04-02	Target religious sect	961.1867
2020-04-02	Target sexual orientation	479.9465
2020-04-02	Disease dehumanization	1454.4155
2020-04-02	sports	2
2020-04-02	joy	117.74
2020-04-02	pride	5.49
2020-04-02	anger	22.53
2020-04-02	sad	55.37
2020-04-02	disgust	5.31
2020-04-02	love	59.84
2020-04-02	fear	7.92
2020-04-03	socio-political content	1858.4211
2020-04-03	COVID19 content	516.3335
2020-04-03	Negative Valence	1614.2526
2020-04-03	Aggression	815.946
2020-04-03	Target other countries	1010.01
2020-04-03	Target religious sect	977.0355
2020-04-03	Target sexual orientation	475.243
2020-04-03	Disease dehumanization	1478.2655
2020-04-03	sports	4
2020-04-03	joy	104.37
2020-04-03	pride	8.25
2020-04-03	anger	27.34
2020-04-03	sad	58.77
2020-04-03	disgust	7.68
2020-04-03	love	60.11
2020-04-03	fear	6.42
2020-04-04	socio-political content	1590.0377
2020-04-04	COVID19 content	472.8843
2020-04-04	Negative Valence	1437.2464
2020-04-04	Aggression	751.6178
2020-04-04	Target other countries	862.92
2020-04-04	Target religious sect	887.5976
2020-04-04	Target sexual orientation	448.4505
2020-04-04	Disease dehumanization	1364.8417
2020-04-04	sports	1
2020-04-04	joy	113.26
2020-04-04	pride	6.75
2020-04-04	anger	4.62
2020-04-04	sad	57.64
2020-04-04	disgust	3.81
2020-04-04	love	54.85
2020-04-04	fear	3.75
2020-04-05	socio-political content	1701.5473
2020-04-05	COVID19 content	489.6778
2020-04-05	Negative Valence	1461.0309
2020-04-05	Aggression	818.1342
2020-04-05	Target other countries	918.32
2020-04-05	Target religious sect	939.1677
2020-04-05	Target sexual orientation	474.2096
2020-04-05	Disease dehumanization	1399.9206
2020-04-05	sports	1
2020-04-05	joy	113.74
2020-04-05	pride	4.56
2020-04-05	anger	12.42
2020-04-05	sad	80.05
2020-04-05	disgust	6.06
2020-04-05	love	57.1
2020-04-05	fear	2.31
2020-04-06	socio-political content	1576.3125
2020-04-06	COVID19 content	476.2271
2020-04-06	Negative Valence	1351.5653
2020-04-06	Aggression	735.6102
2020-04-06	Target other countries	840.56
2020-04-06	Target religious sect	916.2028
2020-04-06	Target sexual orientation	406.4282
2020-04-06	Disease dehumanization	1252.276
2020-04-06	sports	2
2020-04-06	joy	117.25
2020-04-06	pride	3.75
2020-04-06	anger	7.98
2020-04-06	sad	56.46
2020-04-06	disgust	2.25
2020-04-06	love	49.83
2020-04-06	fear	3.12
2020-04-07	socio-political content	1711.1039
2020-04-07	COVID19 content	486.609
2020-04-07	Negative Valence	1536.9288
2020-04-07	Aggression	805.5311
2020-04-07	Target other countries	946.4
2020-04-07	Target religious sect	955.6224
2020-04-07	Target sexual orientation	452.8195
2020-04-07	Disease dehumanization	1390.031
2020-04-07	sports	1
2020-04-07	joy	114.42
2020-04-07	pride	10.86
2020-04-07	anger	14.67
2020-04-07	sad	55.09
2020-04-07	disgust	13.86
2020-04-07	love	67.28
2020-04-07	fear	6.06
2020-04-08	socio-political content	1689.175
2020-04-08	COVID19 content	479.8594
2020-04-08	Negative Valence	1488.593
2020-04-08	Aggression	802.6772
2020-04-08	Target other countries	921.28
2020-04-08	Target religious sect	868.6159
2020-04-08	Target sexual orientation	438.4466
2020-04-08	Disease dehumanization	1375.0819
2020-04-08	sports	2
2020-04-08	joy	125.55
2020-04-08	pride	6.93
2020-04-08	anger	16.86
2020-04-08	sad	63.75
2020-04-08	disgust	7.12
2020-04-08	love	53.47
2020-04-08	fear	7.74
2020-04-09	socio-political content	1719.0525
2020-04-09	COVID19 content	491.056
2020-04-09	Negative Valence	1495.1384
2020-04-09	Aggression	847.7858
2020-04-09	Target other countries	906.89
2020-04-09	Target religious sect	929.1756
2020-04-09	Target sexual orientation	431.8284
2020-04-09	Disease dehumanization	1404.4192
2020-04-09	sports	3
2020-04-09	joy	135.3
2020-04-09	pride	5.31
2020-04-09	anger	7.56
2020-04-09	sad	52.96
2020-04-09	disgust	4.87
2020-04-09	love	58.73
2020-04-09	fear	3.12
2020-04-10	socio-political content	1735.8914
2020-04-10	COVID19 content	497.458
2020-04-10	Negative Valence	1484.3573
2020-04-10	Aggression	790.6705
2020-04-10	Target other countries	890.79
2020-04-10	Target religious sect	905.8774
2020-04-10	Target sexual orientation	430.3832
2020-04-10	Disease dehumanization	1361.3086
2020-04-10	sports	5
2020-04-10	joy	131.43
2020-04-10	pride	3
2020-04-10	anger	20.4
2020-04-10	sad	58.46
2020-04-10	disgust	9.3
2020-04-10	love	47.35
2020-04-10	fear	0.81
2020-04-11	socio-political content	1692.5547
2020-04-11	COVID19 content	470.3119
2020-04-11	Negative Valence	1530.8637
2020-04-11	Aggression	776.0181
2020-04-11	Target other countries	897.29
2020-04-11	Target religious sect	891.1404
2020-04-11	Target sexual orientation	452.6936
2020-04-11	Disease dehumanization	1368.8022
2020-04-11	sports	2
2020-04-11	joy	139.88
2020-04-11	pride	9.87
2020-04-11	anger	10.8
2020-04-11	sad	57.27
2020-04-11	disgust	8.86
2020-04-11	love	78.88
2020-04-11	fear	1.5
2020-04-12	socio-political content	1506.3227
2020-04-12	COVID19 content	448.7178
2020-04-12	Negative Valence	1356.915
2020-04-12	Aggression	749.5029
2020-04-12	Target other countries	812.32
2020-04-12	Target religious sect	831.5152
2020-04-12	Target sexual orientation	405.2064
2020-04-12	Disease dehumanization	1228.9549
2020-04-12	sports	5
2020-04-12	joy	116.07
2020-04-12	pride	16.8
2020-04-12	anger	16.11
2020-04-12	sad	52.38
2020-04-12	disgust	2.37
2020-04-12	love	67.21
