date	macro_dimension	dimension	language	frequency
2019-01-07	Services	Other - Services	ar	2
2019-01-08	Services	Other - Services	ar	2
2019-01-09	Governance	Other - Governance	ar	2
2019-01-10	Security	Other - Security	ar	2
2019-01-10	Corruption	Other - Corruption	ar	2
2019-01-11	Corruption	Other - Corruption	ar	2
2019-01-11	Services	Collective Action	ar	2
2019-01-12	Security	Other - Security	ar	2
2020-02-10	Security	Other - Security	ckb	7
2019-01-12	Governance	Other - Governance	ar	2
2019-01-13	Corruption	Other - Corruption	ar	2
2019-01-14	Security	Other - Security	ar	2
2019-01-17	Security	Other - Security	ar	2
2019-01-17	Services	Collective Action	ar	2
2019-01-18	Corruption	Active-agentic	ar	2
2019-01-20	Security	Other - Security	ar	2
2019-01-20	Services	Collective Action	ar	2
2019-01-23	Security	Other - Security	ar	2
2019-01-23	Corruption	Other - Corruption	ar	2
2020-02-11	Security	Other - Security	ckb	2
2019-01-24	Security	Other - Security	ar	2
2019-01-26	Corruption	Other - Corruption	ar	2
2019-01-29	Governance	Other - Governance	ar	2
2018-10-12	Governance	Other - Governance	ar	2
2018-10-13	Security	Other - Security	ar	2
2018-10-13	Services	Other - Services	ar	2
2018-10-14	Services	Other - Services	ar	2
2018-10-14	Services	Collective Action	ar	2
2018-10-15	Services	Other - Services	ar	2
2018-10-22	Services	Other - Services	ar	2
2018-10-23	Services	Other - Services	ar	2
2020-02-12	Security	Other - Security	ckb	2
2018-10-23	Governance	Other - Governance	ar	2
2018-10-24	Governance	Other - Governance	ar	2
2018-10-26	Security	Other - Security	ar	2
2018-10-27	Security	Other - Security	ar	2
2018-10-27	Corruption	Other - Corruption	ar	2
2018-10-27	Governance	Other - Governance	ar	2
2018-10-28	Services	Collective Action	ar	2
2018-10-30	Security	Other - Security	ar	2
2018-10-30	Governance	Other - Governance	ar	2
2018-09-01	Corruption	Other - Corruption	ar	2
2018-09-02	Corruption	Other - Corruption	ar	2
2018-09-02	Services	Other - Services	ar	2
2018-09-03	Security	Other - Security	ar	2
2018-09-04	Security	Hopeful/Positive/Optimistic	ar	2
2018-09-05	Governance	Other - Governance	ar	2
2018-09-05	Governance	Other - Governance	ar	2
2018-09-06	Governance	Other - Governance	ar	2
2018-09-07	Services	Other - Services	ar	2
2020-02-13	Corruption	Other - Corruption	fa	1
2018-09-08	Security	Other - Security	ar	2
2018-09-08	Security	Other - Security	ar	2
2018-09-09	Security	Other - Security	ar	2
2020-02-13	Services	Collective Action	ckb	1
2018-09-09	Governance	Other - Governance	ar	2
2018-09-09	Governance	Other - Governance	ar	2
2018-09-10	Security	Other - Security	ar	2
2018-09-10	Governance	Other - Governance	ar	2
2018-09-11	Governance	Other - Governance	ar	2
2020-02-14	Security	Other - Security	ckb	1
2018-09-13	Services	Collective Action	ar	2
2018-09-14	Security	Other - Security	ar	2
2020-02-14	Security	Hopeless/Negative/Pessimistic	und	1
2018-09-15	Security	Other - Security	ar	2
2018-09-15	Services	Collective Action	ar	2
2018-09-18	Corruption	Other - Corruption	ar	2
2018-09-20	Security	Other - Security	ar	2
2018-09-21	Services	Other - Services	ar	2
2018-09-22	Security	Other - Security	ar	2
2018-09-25	Security	Other - Security	ar	2
2018-09-26	Corruption	Other - Corruption	ar	2
2018-09-27	Services	Collective Action	ar	2
2018-09-28	Security	Other - Security	ar	2
2018-09-30	Services	Collective Action	ar	2
2018-07-02	Corruption	Other - Corruption	ar	2
2018-07-02	Services	Other - Services	ar	2
2018-07-03	Governance	Other - Governance	ar	2
2018-07-04	Services	Collective Action	ar	2
2020-02-15	Corruption	Other - Corruption	und	1
2018-07-08	Corruption	Other - Corruption	ar	2
2018-07-08	Services	Leadership	ar	2
2018-07-10	Security	Hopeless/Negative/Pessimistic	ar	2
2018-07-12	Security	Other - Security	ar	2
2018-07-12	Services	Collective Action	ar	2
2018-07-13	Security	Hopeful/Positive/Optimistic	ar	2
2018-07-13	Security	Other - Security	ar	2
2018-07-13	Services	Collective Action	ar	2
2018-07-15	Corruption	Other - Corruption	ar	2
2018-07-16	Security	Hopeful/Positive/Optimistic	ar	2
2018-07-16	Security	Other - Security	ar	2
2018-07-17	Corruption	Other - Corruption	ar	2
2018-07-17	Governance	Other - Governance	ar	2
2018-07-18	Security	Hopeful/Positive/Optimistic	ar	2
2018-07-19	Security	Hopeful/Positive/Optimistic	ar	2
2020-02-17	Security	Other - Security	ckb	1
2020-02-17	Security	Other - Security	fa	1
2018-07-19	Security	Other - Security	ar	2
2018-07-19	Governance	Other - Governance	ar	2
2018-07-20	Security	Other - Security	ar	2
2018-07-22	Security	Other - Security	ar	2
2018-07-22	Security	Other - Security	ar	2
2018-07-23	Security	Other - Security	ar	2
2018-07-23	Corruption	Other - Corruption	ar	2
2018-07-23	Services	Other - Services	ar	2
2020-02-17	Services	Collective Action	ckb	1
2018-07-24	Governance	Other - Governance	ar	2
2018-07-28	Security	Other - Security	ar	2
2018-07-29	Services	Collective Action	ar	2
2020-02-18	Security	Other - Security	ckb	2
2020-02-18	Security	Other - Security	fa	1
2020-02-18	Security	Other - Security	und	6
2018-07-30	Corruption	Other - Corruption	ar	2
2018-07-30	Corruption	Other - Corruption	ar	2
2018-07-31	Services	Other - Services	ar	2
2018-06-02	Security	Other - Security	ar	2
2018-06-03	Security	Other - Security	ar	2
2020-02-18	Corruption	Other - Corruption	und	1
2018-06-03	Services	Other - Services	ar	2
2018-06-05	Corruption	Other - Corruption	ar	2
2018-06-07	Security	Other - Security	ar	2
2018-06-07	Corruption	Other - Corruption	ar	2
2020-02-19	Security	Other - Security	und	5
2018-06-07	Governance	Other - Governance	ar	2
2020-02-19	Security	Hopeless/Negative/Pessimistic	ckb	3
2018-06-08	Security	Other - Security	ar	2
2018-06-09	Security	Hopeless/Negative/Pessimistic	ar	2
2018-06-09	Security	Other - Security	ar	2
2018-06-10	Services	Other - Services	ar	2
2018-06-11	Security	Other - Security	ar	2
2018-06-11	Services	Other - Services	ar	2
2020-02-20	Security	Other - Security	ca	1
2020-02-20	Security	Other - Security	ckb	2
2020-02-20	Security	Other - Security	und	4
2018-06-11	Governance	Other - Governance	ar	2
2018-06-12	Governance	Other - Governance	ar	2
2018-06-16	Services	Other - Services	ar	2
2018-06-17	Security	Other - Security	ar	2
2018-06-17	Security	Other - Security	ar	2
2018-06-17	Services	Collective Action	ar	2
2018-06-19	Security	Hopeful/Positive/Optimistic	ar	2
2018-06-19	Security	Other - Security	ar	2
2018-06-21	Governance	Other - Governance	ar	2
2020-02-21	Security	Other - Security	ckb	1
2020-02-21	Security	Other - Security	fa	1
2018-06-23	Security	Other - Security	ar	2
2018-06-23	Services	Collective Action	ar	2
2018-06-24	Security	Other - Security	ar	2
2018-06-27	Corruption	Other - Corruption	ar	2
2018-06-27	Services	Other - Services	ar	2
2018-06-27	Services	Collective Action	ar	2
2018-06-28	Governance	Other - Governance	ar	2
2018-06-29	Security	Hopeful/Positive/Optimistic	ar	2
2018-06-29	Services	Collective Action	ar	2
2018-06-30	Services	Other - Services	ar	2
2018-06-30	Governance	Other - Governance	ar	2
2018-05-03	Security	Other - Security	ar	2
2020-02-22	Security	Other - Security	ckb	1
2020-02-22	Security	Other - Security	und	1
2018-05-04	Security	Other - Security	ar	2
2018-05-04	Security	Other - Security	ar	2
2018-05-04	Governance	Other - Governance	ar	2
2018-05-05	Services	Other - Services	ar	2
2018-05-06	Services	Collective Action	ar	2
2018-05-09	Security	Hopeful/Positive/Optimistic	ar	2
2018-05-09	Security	Other - Security	ar	2
2018-05-09	Services	Other - Services	ar	2
2018-05-10	Security	Other - Security	ar	2
2018-05-10	Governance	Other - Governance	ar	2
2018-05-12	Services	Collective Action	ar	2
2020-02-23	Security	Other - Security	ckb	2
2018-05-13	Security	Hopeless/Negative/Pessimistic	ar	2
2018-05-13	Services	Other - Services	ar	2
2018-05-15	Services	Collective Action	ar	2
2018-05-16	Security	Other - Security	ar	2
2018-05-18	Governance	Other - Governance	ar	2
2020-02-23	Corruption	Other - Corruption	und	1
2018-05-19	Services	Collective Action	ar	2
2018-05-20	Services	Other - Services	ar	2
2018-05-20	Services	Collective Action	ar	2
2018-05-21	Security	Other - Security	ar	2
2020-02-24	Security	Other - Security	ckb	2
2020-02-24	Security	Other - Security	fa	1
2020-02-24	Security	Other - Security	und	1
2018-05-21	Corruption	Other - Corruption	ar	2
2018-05-22	Services	Other - Services	ar	2
2018-05-22	Services	Collective Action	ar	2
2018-05-22	Governance	Other - Governance	ar	2
2018-05-25	Governance	Other - Governance	ar	2
2018-05-27	Corruption	Other - Corruption	ar	2
2018-05-28	Services	Other - Services	ar	2
2018-05-29	Corruption	Other - Corruption	ar	2
2018-05-31	Services	Other - Services	ar	2
2020-02-25	Security	Other - Security	ckb	1
2018-04-04	Corruption	Other - Corruption	ar	2
2018-04-04	Services	Other - Services	ar	2
2018-04-06	Security	Hopeful/Positive/Optimistic	ar	2
2018-04-07	Security	Hopeless/Negative/Pessimistic	ar	2
2018-04-08	Corruption	Other - Corruption	ar	2
2018-04-09	Services	Collective Action	ar	2
2018-04-11	Services	Collective Action	ar	2
2018-04-12	Security	Other - Security	ar	2
2018-04-12	Corruption	Other - Corruption	ar	2
2018-04-12	Governance	Other - Governance	ar	2
2018-04-14	Security	Other - Security	ar	2
2018-04-14	Services	Other - Services	ar	2
2020-02-26	Security	Other - Security	ckb	1
2020-02-26	Security	Other - Security	und	1
2018-04-14	Services	Collective Action	ar	2
2018-04-14	Governance	Other - Governance	ar	2
2018-04-15	Economy	Other - Economy	ar	2
2018-04-16	Security	Other - Security	ar	2
2018-04-16	Services	Other - Services	ar	2
2020-02-26	Corruption	Other - Corruption	fa	1
2018-04-17	Services	Other - Services	ar	2
2018-04-17	Services	Collective Action	ar	2
2018-04-18	Services	Collective Action	ar	2
2018-04-19	Economy	Other - Economy	ar	2
2018-04-19	Governance	Other - Governance	ar	2
2018-04-20	Services	Collective Action	ar	2
2020-02-27	Security	Other - Security	und	1
2018-04-23	Security	Other - Security	ar	2
2018-04-27	Security	Other - Security	ar	2
2018-04-27	Corruption	Other - Corruption	ar	2
2018-04-28	Security	Other - Security	ar	2
2018-04-28	Services	Collective Action	ar	2
2018-04-29	Corruption	Other - Corruption	ar	2
2018-04-30	Security	Other - Security	ar	2
2018-04-30	Corruption	Other - Corruption	ar	2
2018-01-10	Security	Other - Security	ar	2
2018-01-10	Security	Other - Security	ar	2
2018-01-10	Governance	Other - Governance	ar	2
2020-02-28	Security	Other - Security	ckb	3
2018-01-11	Security	Other - Security	ar	2
2020-02-28	Security	Hopeless/Negative/Pessimistic	und	7
2018-01-12	Security	Other - Security	ar	2
2018-01-15	Security	Other - Security	ar	2
2018-01-17	Security	Other - Security	ar	2
2020-02-28	Corruption	Other - Corruption	und	1
2018-01-17	Services	Other - Services	ar	2
2018-01-17	Services	Collective Action	ar	2
2018-01-18	Security	Hopeful/Positive/Optimistic	ar	2
2018-01-19	Security	Other - Security	ar	2
2018-01-21	Corruption	Other - Corruption	ar	2
2018-01-22	Security	Other - Security	ar	2
2018-01-22	Services	Other - Services	ar	2
2018-01-22	Governance	Other - Governance	ar	2
2018-01-23	Services	Collective Action	ar	2
2018-01-24	Security	Hopeful/Positive/Optimistic	ar	2
2018-01-24	Services	Other - Services	ar	2
2018-01-24	Governance	Other - Governance	ar	2
2018-01-24	Governance	Other - Governance	ar	2
2018-01-26	Security	Other - Security	ar	2
2018-01-29	Security	Other - Security	ar	2
2018-01-30	Services	Other - Services	ar	2
2021-06-01	Security	Hopeless/Negative/Pessimistic	ar	1
2021-06-01	Security	Other - Security	ar	1
2021-06-01	Services	Collective Action	ar	1
2021-06-01	Economy	Other - Economy	ar	1
2021-06-01	Governance	Other - Governance	ar	1
2021-06-01	Governance	Other - Governance	ar	1
2021-06-02	Security	Hopeless/Negative/Pessimistic	ar	1
2021-06-02	Security	Other - Security	ar	1
2021-06-02	Governance	Other - Governance	ar	1
2021-06-02	Governance	Other - Governance	ar	1
2021-06-03	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-04	Security	Other - Security	ar	1
2021-06-04	Governance	Other - Governance	ar	1
2021-06-04	Governance	Other - Governance	ar	1
2021-06-05	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-05	Security	Other - Security	ar	1
2020-01-02	Security	Other - Security	ckb	1
2021-06-05	Corruption	Other - Corruption	ar	1
2021-06-05	Corruption	Other - Corruption	ar	1
2021-06-05	Services	Collective Action	ar	1
2021-06-06	Security	Hopeless/Negative/Pessimistic	ar	1
2021-06-06	Security	Other - Security	ar	1
2021-06-06	Corruption	Active-agentic	ar	1
2020-01-02	Services	Other - Services	fa	1
2021-06-06	Services	Divine Intervention	ar	1
2021-06-07	Security	Other - Security	ar	1
2021-06-07	Security	Other - Security	ar	1
2021-06-07	Services	Collective Action	ar	1
2021-06-07	Services	External Pressure / Intervention	ar	1
2021-06-07	Governance	Other - Governance	ar	1
2021-06-08	Security	Other - Security	ar	1
2021-06-08	Security	Other - Security	ar	1
2021-06-08	Corruption	Other - Corruption	ar	1
2021-06-09	Governance	Other - Governance	ar	1
2021-06-10	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-10	Corruption	Active-agentic	ar	1
2021-06-10	Corruption	Other - Corruption	ar	1
2021-06-11	Security	Hopeless/Negative/Pessimistic	ar	1
2021-06-11	Security	Other - Security	ar	1
2021-06-11	Corruption	Other - Corruption	ar	1
2021-06-11	Economy	Other - Economy	ar	1
2021-06-12	Security	Hopeful/Positive/Optimistic	ar	1
2020-01-04	Security	Other - Security	ckb	1
2020-01-04	Security	Other - Security	und	1
2021-06-12	Services	Other - Services	ar	1
2021-06-12	Governance	Other - Governance	ar	1
2021-06-12	Governance	Other - Governance	ar	1
2021-06-12	Governance	Other - Governance	ar	1
2021-06-13	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-13	Corruption	Other - Corruption	ar	1
2021-06-13	Corruption	Other - Corruption	ar	1
2021-06-13	Governance	Other - Governance	ar	1
2021-06-13	Governance	Other - Governance	ar	1
2021-06-14	Security	Other - Security	ar	1
2021-06-14	Services	Collective Action	ar	1
2021-06-15	Governance	Other - Governance	ar	1
2021-06-15	Governance	Other - Governance	ar	1
2021-06-16	Security	Other - Security	ar	1
2021-06-16	Corruption	Other - Corruption	ar	1
2021-06-16	Corruption	Other - Corruption	ar	1
2020-01-05	Corruption	Other - Corruption	und	1
2021-06-16	Services	Other - Services	ar	1
2021-06-16	Governance	Other - Governance	ar	1
2021-06-17	Security	Other - Security	ar	1
2021-06-17	Security	Other - Security	ar	1
2021-06-17	Corruption	Other - Corruption	ar	1
2020-01-05	Governance	Other - Governance	und	1
2021-06-17	Services	Divine Intervention	ar	1
2021-06-17	Economy	Other - Economy	ar	1
2021-06-17	Governance	Other - Governance	ar	1
2020-01-06	Security	Other - Security	ckb	1
2020-01-06	Security	Other - Security	und	1
2021-06-17	Governance	Other - Governance	ar	1
2021-06-18	Security	Other - Security	ar	1
2021-06-18	Security	Other - Security	ar	1
2021-06-18	Corruption	Other - Corruption	ar	1
2021-06-18	Services	Other - Services	ar	1
2021-06-19	Services	Other - Services	ar	1
2021-06-20	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-20	Corruption	Other - Corruption	ar	1
2021-06-20	Services	Leadership	ar	1
2021-06-20	Governance	Other - Governance	ar	1
2021-06-21	Security	Hopeless/Negative/Pessimistic	ar	1
2021-06-21	Security	Other - Security	ar	1
2021-06-21	Governance	Other - Governance	ar	1
2021-06-22	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-22	Corruption	Other - Corruption	ar	1
2021-06-23	Security	Other - Security	ar	1
2021-06-23	Corruption	Other - Corruption	ar	1
2021-06-23	Corruption	Other - Corruption	ar	1
2021-06-23	Corruption	Other - Corruption	ar	1
2021-06-23	Services	Collective Action	ar	1
2021-06-23	Governance	Other - Governance	ar	1
2021-06-23	Governance	Other - Governance	ar	1
2021-06-23	Governance	Other - Governance	ar	1
2020-01-08	Security	Other - Security	und	1
2021-06-24	Security	Other - Security	ar	1
2021-06-24	Security	Other - Security	ar	1
2021-06-24	Corruption	Other - Corruption	ar	1
2021-06-24	Economy	Other - Economy	ar	1
2021-06-24	Governance	Other - Governance	ar	1
2021-06-25	Security	Other - Security	ar	1
2021-06-25	Corruption	Other - Corruption	ar	1
2021-06-25	Corruption	Other - Corruption	ar	1
2021-06-25	Corruption	Other - Corruption	ar	1
2021-06-25	Services	Divine Intervention	ar	1
2021-06-25	Economy	Other - Economy	ar	1
2021-06-25	Governance	Other - Governance	ar	1
2021-06-26	Corruption	Other - Corruption	ar	1
2020-01-09	Security	Hopeful/Positive/Optimistic	ckb	1
2021-06-26	Corruption	Other - Corruption	ar	1
2021-06-26	Governance	Other - Governance	ar	1
2021-06-26	Governance	Other - Governance	ar	1
2021-06-27	Security	Other - Security	ar	1
2021-06-27	Corruption	Active-agentic	ar	1
2021-06-27	Governance	Other - Governance	ar	1
2021-06-28	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-28	Security	Other - Security	ar	1
2021-06-28	Services	Divine Intervention	ar	1
2021-06-29	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-29	Security	Other - Security	ar	1
2021-06-29	Corruption	Active-agentic	ar	1
2021-06-29	Corruption	Other - Corruption	ar	1
2021-06-29	Corruption	Other - Corruption	ar	1
2021-06-29	Economy	Other - Economy	ar	1
2021-06-29	Governance	Other - Governance	ar	1
2021-06-30	Security	Hopeful/Positive/Optimistic	ar	1
2021-06-30	Security	Other - Security	ar	1
2021-06-30	Corruption	Other - Corruption	ar	1
2021-06-30	Economy	Other - Economy	ar	1
2021-06-30	Governance	Other - Governance	ar	1
2021-04-01	Security	Other - Security	ar	1
2021-04-01	Corruption	Active-agentic	ar	1
2021-04-01	Governance	Other - Governance	ar	1
2021-04-01	Governance	Other - Governance	ar	1
2021-04-02	Services	Other - Services	ar	1
2021-04-02	Governance	Other - Governance	ar	1
2021-04-03	Services	Other - Services	ar	1
2021-04-03	Governance	Other - Governance	ar	1
2021-04-04	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-04	Security	Other - Security	ar	1
2021-04-04	Corruption	Other - Corruption	ar	1
2021-04-04	Economy	Other - Economy	ar	1
2021-04-04	Governance	Other - Governance	ar	1
2020-01-11	Corruption	Other - Corruption	ckb	1
2020-01-11	Corruption	Other - Corruption	fa	1
2021-04-04	Governance	Other - Governance	ar	1
2021-04-04	Governance	Other - Governance	ar	1
2021-04-05	Security	Hopeless/Negative/Pessimistic	ar	1
2021-04-05	Security	Other - Security	ar	1
2021-04-05	Services	Collective Action	ar	1
2021-04-06	Security	Hopeless/Negative/Pessimistic	ar	1
2021-04-06	Security	Other - Security	ar	1
2021-04-06	Security	Other - Security	ar	1
2020-01-12	Security	Other - Security	fa	1
2021-04-06	Corruption	Other - Corruption	ar	1
2021-04-06	Governance	Other - Governance	ar	1
2021-04-07	Services	Divine Intervention	ar	1
2021-04-07	Services	Other - Services	ar	1
2021-04-07	Governance	Other - Governance	ar	1
2021-04-07	Governance	Other - Governance	ar	1
2021-04-08	Security	Other - Security	ar	1
2021-04-08	Corruption	Other - Corruption	ar	1
2021-04-09	Security	Other - Security	ar	1
2021-04-09	Security	Other - Security	ar	1
2021-04-09	Governance	Other - Governance	ar	1
2021-04-10	Security	Other - Security	ar	1
2021-04-10	Services	Other - Services	ar	1
2021-04-10	Economy	Other - Economy	ar	1
2021-04-11	Security	Hopeless/Negative/Pessimistic	ar	1
2021-04-11	Security	Other - Security	ar	1
2021-04-11	Security	Other - Security	ar	1
2021-04-11	Corruption	Other - Corruption	ar	1
2021-04-11	Services	Collective Action	ar	1
2021-04-12	Security	Other - Security	ar	1
2021-04-12	Governance	Other - Governance	ar	1
2021-04-13	Security	Other - Security	ar	1
2021-04-13	Services	Other - Services	ar	1
2021-04-13	Governance	Other - Governance	ar	1
2021-04-14	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-14	Security	Other - Security	ar	1
2021-04-14	Security	Other - Security	ar	1
2021-04-14	Security	Other - Security	ar	1
2021-04-14	Corruption	Other - Corruption	ar	1
2020-01-14	Security	Other - Security	ckb	1
2021-04-14	Governance	Other - Governance	ar	1
2021-04-15	Security	Other - Security	ar	1
2021-04-15	Corruption	Other - Corruption	ar	1
2021-04-15	Services	Other - Services	ar	1
2021-04-15	Services	Collective Action	ar	1
2021-04-15	Economy	Other - Economy	ar	1
2021-04-16	Security	Other - Security	ar	1
2021-04-16	Security	Other - Security	ar	1
2021-04-16	Services	Other - Services	ar	1
2021-04-16	Services	Divine Intervention	ar	1
2021-04-16	Governance	Other - Governance	ar	1
2021-04-17	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-17	Corruption	Other - Corruption	ar	1
2021-04-17	Services	Other - Services	ar	1
2021-04-17	Governance	Other - Governance	ar	1
2021-04-18	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-18	Security	Hopeless/Negative/Pessimistic	ar	1
2021-04-18	Corruption	Other - Corruption	ar	1
2020-01-15	Security	Other - Security	und	1
2021-04-18	Services	Collective Action	ar	1
2021-04-18	Governance	Other - Governance	ar	1
2020-01-15	Corruption	Other - Corruption	und	1
2021-04-18	Governance	Other - Governance	ar	1
2021-04-19	Security	Other - Security	ar	1
2021-04-19	Corruption	Other - Corruption	ar	1
2021-04-19	Services	Other - Services	ar	1
2021-04-19	Economy	Other - Economy	ar	1
2020-01-15	Services	Collective Action	und	1
2021-04-19	Governance	Other - Governance	ar	1
2021-04-20	Security	Other - Security	ar	1
2021-04-20	Corruption	Other - Corruption	ar	1
2020-01-16	Security	Other - Security	ckb	1
2020-01-16	Security	Other - Security	und	1
2021-04-20	Services	Other - Services	ar	1
2021-04-20	Governance	Other - Governance	ar	1
2021-04-21	Security	Other - Security	ar	1
2021-04-21	Services	Divine Intervention	ar	1
2021-04-22	Corruption	Active-agentic	ar	1
2021-04-22	Corruption	Other - Corruption	ar	1
2020-01-16	Corruption	Other - Corruption	und	2
2021-04-22	Corruption	Other - Corruption	ar	1
2021-04-22	Economy	Other - Economy	ar	1
2021-04-22	Governance	Other - Governance	ar	1
2021-04-22	Governance	Other - Governance	ar	1
2021-04-23	Security	Hopeful/Positive/Optimistic	ar	1
2020-01-17	Security	Other - Security	ckb	2
2021-04-23	Security	Other - Security	ar	1
2021-04-23	Security	Other - Security	ar	1
2021-04-23	Corruption	Other - Corruption	ar	1
2021-04-23	Services	Other - Services	ar	1
2021-04-23	Economy	Other - Economy	ar	1
2021-04-23	Governance	Other - Governance	ar	1
2021-04-23	Governance	Other - Governance	ar	1
2021-04-24	Security	Hopeless/Negative/Pessimistic	ar	1
2021-04-24	Security	Other - Security	ar	1
2020-01-18	Security	Other - Security	ckb	1
2021-04-24	Security	Other - Security	ar	1
2021-04-24	Governance	Other - Governance	ar	1
2021-04-24	Governance	Other - Governance	ar	1
2021-04-24	Governance	Other - Governance	ar	1
2021-04-25	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-25	Security	Other - Security	ar	1
2021-04-25	Corruption	Active-agentic	ar	1
2021-04-25	Corruption	Other - Corruption	ar	1
2021-04-25	Governance	Other - Governance	ar	1
2021-04-25	Governance	Other - Governance	ar	1
2021-04-26	Economy	Other - Economy	ar	1
2020-01-19	Security	Other - Security	ckb	1
2020-01-19	Security	Other - Security	fa	1
2021-04-26	Governance	Other - Governance	ar	1
2021-04-26	Governance	Other - Governance	ar	1
2021-04-27	Security	Other - Security	ar	1
2021-04-27	Corruption	Other - Corruption	ar	1
2021-04-27	Corruption	Other - Corruption	ar	1
2021-04-27	Services	Divine Intervention	ar	1
2021-04-27	Economy	Other - Economy	ar	1
2021-04-27	Governance	Other - Governance	ar	1
2021-04-28	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-28	Security	Hopeless/Negative/Pessimistic	ar	1
2021-04-28	Security	Other - Security	ar	1
2021-04-28	Corruption	Other - Corruption	ar	1
2021-04-28	Services	Divine Intervention	ar	1
2021-04-28	Economy	Other - Economy	ar	1
2020-01-20	Security	Other - Security	ca	1
2020-01-20	Security	Other - Security	ckb	1
2020-01-20	Security	Other - Security	fa	1
2021-04-28	Governance	Other - Governance	ar	1
2021-04-28	Governance	Other - Governance	ar	1
2021-04-29	Security	Hopeful/Positive/Optimistic	ar	1
2021-04-29	Security	Other - Security	ar	1
2021-04-29	Security	Other - Security	ar	1
2020-01-20	Corruption	Other - Corruption	und	1
2021-04-29	Corruption	Other - Corruption	ar	1
2021-04-29	Services	Other - Services	ar	1
2021-04-30	Security	Other - Security	ar	1
2021-04-30	Security	Other - Security	ar	1
2021-04-30	Corruption	Other - Corruption	ar	1
2021-04-30	Corruption	Other - Corruption	ar	1
2021-04-30	Governance	Other - Governance	ar	1
2020-01-21	Security	Other - Security	ckb	3
2021-04-30	Governance	Other - Governance	ar	1
2021-03-01	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-01	Security	Other - Security	ar	1
2021-03-01	Security	Other - Security	ar	1
2021-03-01	Security	Other - Security	ar	1
2021-03-01	Security	Other - Security	ar	1
2021-03-01	Governance	Other - Governance	ar	1
2021-03-01	Governance	Other - Governance	ar	1
2021-03-02	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-02	Security	Other - Security	ar	1
2021-03-02	Corruption	Other - Corruption	ar	1
2021-03-02	Governance	Other - Governance	ar	1
2021-03-03	Security	Other - Security	ar	1
2020-01-22	Security	Other - Security	ckb	1
2020-01-22	Security	Other - Security	fa	1
2021-03-03	Corruption	Other - Corruption	ar	1
2021-03-03	Services	Divine Intervention	ar	1
2021-03-03	Governance	Other - Governance	ar	1
2021-03-04	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-04	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-04	Security	Other - Security	ar	1
2021-03-04	Corruption	Active-agentic	ar	1
2020-01-22	Corruption	Other - Corruption	fa	1
2020-01-22	Corruption	Other - Corruption	und	4
2021-03-04	Corruption	Other - Corruption	ar	1
2021-03-04	Services	Collective Action	ar	1
2021-03-04	Services	Divine Intervention	ar	1
2021-03-04	Economy	Other - Economy	ar	1
2021-03-04	Governance	Other - Governance	ar	1
2021-03-04	Governance	Other - Governance	ar	1
2021-03-05	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-05	Security	Other - Security	ar	1
2020-01-23	Security	Other - Security	fa	1
2021-03-05	Corruption	Other - Corruption	ar	1
2021-03-05	Corruption	Other - Corruption	ar	1
2021-03-05	Corruption	Other - Corruption	ar	1
2021-03-05	Governance	Other - Governance	ar	1
2021-03-05	Governance	Other - Governance	ar	1
2021-03-06	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-06	Corruption	Other - Corruption	ar	1
2020-01-23	Corruption	Other - Corruption	fa	1
2021-03-07	Security	Hopeless/Negative/Pessimistic	ar	1
2020-01-23	Services	Other - Services	fa	1
2021-03-07	Security	Other - Security	ar	1
2021-03-07	Corruption	Other - Corruption	ar	1
2021-03-07	Corruption	Other - Corruption	ar	1
2021-03-07	Governance	Other - Governance	ar	1
2021-03-07	Governance	Other - Governance	ar	1
2020-01-24	Security	Other - Security	und	2
2021-03-08	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-08	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-08	Security	Other - Security	ar	1
2021-03-08	Security	Other - Security	ar	1
2021-03-08	Corruption	Other - Corruption	ar	1
2021-03-08	Services	Collective Action	ar	1
2021-03-09	Corruption	Other - Corruption	ar	1
2021-03-09	Services	Other - Services	ar	1
2021-03-09	Services	Collective Action	ar	1
2021-03-09	Services	Divine Intervention	ar	1
2021-03-09	Services	Other - Services	ar	1
2021-03-10	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-10	Security	Other - Security	ar	1
