date	macro_dimension	dimension	gender	language	frequency
2020-08-01	Governance	Other - Governance	m	ar	1
2020-08-02	Security	Other - Security	m	ar	5
2020-08-02	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-02	Security	Other - Security	m	ar	1
2020-08-02	Corruption	Other - Corruption	m	ar	2
2020-08-02	Governance	Other - Governance	m	ar	1
2020-08-03	Security	Other - Security	f	ar	2
2020-08-03	Security	Other - Security	m	ar	1
2020-08-03	Security	Other - Security	f	ar	1
2020-08-03	Security	Other - Security	m	ar	1
2020-08-03	Corruption	Other - Corruption	m	ar	6
2020-08-03	Services	Other - Services	f	ar	1
2020-08-03	Services	Other - Services	m	ar	2
2020-08-03	Governance	Other - Governance	m	ar	1
2020-08-04	Security	Other - Security	m	ar	1
2020-08-04	Corruption	Other - Corruption	m	ar	1
2020-08-04	Governance	Other - Governance	m	ar	1
2020-08-05	Security	Other - Security	f	ar	2
2020-08-05	Security	Other - Security	m	ar	2
2020-08-05	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-05	Security	Other - Security	m	ar	1
2020-08-05	Corruption	Other - Corruption	m	ar	2
2020-08-05	Services	Other - Services	m	ar	2
2020-08-05	Services	Divine Intervention	m	ar	1
2020-08-06	Security	Other - Security	m	ar	1
2020-08-06	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-08-06	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-06	Security	Other - Security	f	ar	1
2020-08-06	Security	Other - Security	m	ar	2
2020-08-06	Corruption	Other - Corruption	m	ar	3
2020-08-06	Services	Collective Action	m	ar	1
2020-08-07	Security	Other - Security	m	ar	2
2020-08-07	Security	Other - Security	m	ar	1
2020-08-07	Security	Other - Security	m	ar	1
2020-08-07	Corruption	Other - Corruption	m	ar	3
2020-08-07	Services	Other - Services	m	ar	1
2020-08-07	Services	Collective Action	m	ar	1
2020-08-07	Economy	Other - Economy	m	ar	1
2020-08-08	Security	Other - Security	f	ar	4
2020-08-08	Security	Other - Security	m	ar	6
2020-08-08	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-08-08	Corruption	Other - Corruption	f	ar	2
2020-08-08	Corruption	Other - Corruption	m	ar	6
2020-08-08	Services	Other - Services	m	ar	1
2020-08-08	Governance	Other - Governance	m	ar	1
2020-08-09	Security	Other - Security	f	ar	1
2020-08-09	Security	Other - Security	f	ar	1
2020-08-09	Security	Other - Security	m	ar	1
2020-08-09	Security	Other - Security	m	ar	3
2020-08-09	Corruption	Other - Corruption	f	ar	1
2020-08-09	Corruption	Other - Corruption	m	ar	1
2020-08-09	Governance	Other - Governance	m	ar	1
2020-08-10	Security	Other - Security	f	ar	1
2020-08-10	Security	Other - Security	f	ar	1
2020-08-10	Security	Other - Security	m	ar	1
2020-08-10	Security	Other - Security	m	ar	1
2020-08-10	Corruption	Other - Corruption	m	ar	3
2020-08-10	Services	Other - Services	m	ar	1
2020-08-10	Governance	Other - Governance	m	ar	1
2020-08-11	Security	Other - Security	f	ar	1
2020-08-11	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-11	Security	Other - Security	m	ar	1
2020-08-11	Corruption	Other - Corruption	f	ar	2
2020-08-11	Corruption	Other - Corruption	m	ar	4
2020-08-11	Governance	Other - Governance	m	ar	1
2020-08-12	Security	Other - Security	f	ar	4
2020-08-12	Security	Other - Security	m	ar	6
2020-08-12	Corruption	Other - Corruption	m	ar	9
2020-08-12	Corruption	Other - Corruption	f	ar	2
2020-08-13	Security	Other - Security	f	ar	1
2020-08-13	Security	Other - Security	m	ar	2
2020-08-13	Security	Other - Security	f	ar	1
2020-08-13	Corruption	Other - Corruption	f	ar	1
2020-08-13	Corruption	Other - Corruption	m	ar	6
2020-08-13	Corruption	Other - Corruption	f	ar	1
2020-08-13	Governance	Other - Governance	m	ar	1
2020-08-14	Security	Other - Security	m	ar	3
2020-08-14	Security	Other - Security	m	ar	1
2020-08-14	Security	Other - Security	f	ar	2
2020-08-14	Security	Other - Security	m	ar	1
2020-08-14	Corruption	Other - Corruption	m	ar	4
2020-08-15	Security	Other - Security	m	ar	2
2020-08-15	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-08-15	Security	Other - Security	m	ar	1
2020-08-15	Security	Other - Security	m	ar	1
2020-08-15	Corruption	Other - Corruption	f	ar	1
2020-08-15	Corruption	Other - Corruption	m	ar	6
2020-08-16	Security	Other - Security	m	ar	3
2020-08-16	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-08-16	Security	Hopeless/Negative/Pessimistic	f	und	4
2020-08-16	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-16	Security	Hopeless/Negative/Pessimistic	m	und	1
2020-08-16	Security	Other - Security	f	ar	1
2020-08-16	Security	Other - Security	f	ar	1
2020-08-16	Corruption	Other - Corruption	f	ar	2
2020-08-16	Corruption	Other - Corruption	m	ar	5
2020-08-16	Services	Other - Services	f	ar	1
2020-08-16	Services	Divine Intervention	f	ar	1
2020-08-17	Security	Other - Security	f	ar	1
2020-08-17	Security	Other - Security	m	ar	1
2020-08-17	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-08-17	Security	Other - Security	f	ar	1
2020-08-17	Security	Other - Security	f	ar	1
2020-08-17	Corruption	Other - Corruption	m	ar	1
2020-08-17	Services	Other - Services	m	ar	1
2020-08-17	Services	Other - Services	m	ar	1
2020-08-17	Governance	Other - Governance	m	ar	1
2020-08-18	Security	Other - Security	f	ar	2
2020-08-18	Security	Other - Security	m	ar	1
2020-08-18	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-08-18	Security	Other - Security	f	ar	2
2020-08-18	Security	Other - Security	m	ar	2
2020-08-18	Corruption	Other - Corruption	m	ar	5
2020-08-18	Corruption	Other - Corruption	f	ar	1
2020-08-19	Security	Other - Security	f	ar	3
2020-08-19	Security	Other - Security	m	ar	12
2020-08-19	Security	Hopeful/Positive/Optimistic	m	ar	2
2020-08-19	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-08-19	Security	Hopeless/Negative/Pessimistic	f	und	1
2020-08-19	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-19	Security	Other - Security	m	ar	3
2020-08-19	Security	Other - Security	m	ar	5
2020-08-19	Corruption	Other - Corruption	f	ar	2
2020-08-19	Corruption	Other - Corruption	m	ar	4
2020-08-20	Security	Other - Security	f	ar	2
2020-08-20	Security	Other - Security	m	ar	13
2020-08-20	Security	Hopeless/Negative/Pessimistic	f	ar	2
2020-08-20	Security	Other - Security	m	ar	1
2020-08-20	Security	Other - Security	f	ar	1
2020-08-20	Security	Other - Security	m	ar	6
2020-08-20	Corruption	Other - Corruption	f	ar	2
2020-08-20	Corruption	Other - Corruption	m	ar	5
2020-08-20	Corruption	Other - Corruption	m	ar	1
2020-08-20	Services	Collective Action	f	ar	1
2020-08-20	Governance	Other - Governance	m	ar	1
2020-08-20	Governance	Other - Governance	f	ar	1
2020-08-20	Governance	Other - Governance	m	ar	1
2020-08-21	Security	Other - Security	m	ar	2
2020-08-21	Security	Other - Security	f	ar	1
2020-08-21	Security	Other - Security	m	ar	1
2020-08-21	Corruption	Other - Corruption	f	ar	1
2020-08-21	Services	Other - Services	f	ar	1
2020-08-22	Security	Other - Security	f	ar	4
2020-08-22	Security	Other - Security	m	ar	10
2020-08-22	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-08-22	Security	Other - Security	f	ar	1
2020-08-22	Security	Other - Security	m	ar	1
2020-08-22	Corruption	Other - Corruption	f	ar	1
2020-08-22	Corruption	Other - Corruption	m	ar	6
2020-08-22	Services	Other - Services	m	ar	1
2020-08-22	Services	Other - Services	f	ar	1
2020-08-22	Governance	Other - Governance	m	ar	1
2020-08-22	Governance	Other - Governance	m	ar	1
2020-08-22	Governance	Other - Governance	f	ar	1
2020-08-23	Security	Other - Security	m	ar	3
2020-08-23	Security	Other - Security	f	ar	1
2020-08-23	Security	Other - Security	m	ar	2
2020-08-23	Corruption	Other - Corruption	f	ar	1
2020-08-23	Corruption	Other - Corruption	m	ar	5
2020-08-23	Services	Collective Action	f	ar	1
2020-08-23	Governance	Other - Governance	f	ar	1
2020-08-24	Security	Other - Security	f	ar	2
2020-08-24	Security	Other - Security	m	ar	3
2020-08-24	Security	Other - Security	f	ar	1
2020-08-24	Security	Other - Security	m	ar	1
2020-08-24	Security	Other - Security	f	ar	1
2020-08-24	Security	Other - Security	m	ar	3
2020-08-24	Security	Other - Security	m	ar	1
2020-08-24	Corruption	Other - Corruption	f	ar	3
2020-08-24	Corruption	Other - Corruption	m	ar	10
2020-08-24	Services	Collective Action	m	ar	1
2020-08-24	Economy	Other - Economy	f	ar	1
2020-08-24	Governance	Other - Governance	m	ar	1
2020-08-24	Governance	Other - Governance	m	ar	1
2020-08-25	Security	Other - Security	f	ar	1
2020-08-25	Security	Other - Security	m	ar	1
2020-08-25	Security	Other - Security	m	ar	1
2020-08-25	Security	Other - Security	f	ar	2
2020-08-25	Corruption	Other - Corruption	f	ar	1
2020-08-25	Corruption	Other - Corruption	m	ar	3
2020-08-25	Services	Other - Services	m	ar	1
2020-08-26	Security	Other - Security	m	ar	1
2020-08-26	Corruption	Other - Corruption	f	ar	1
2020-08-26	Corruption	Other - Corruption	m	ar	1
2020-08-27	Security	Other - Security	f	ar	1
2020-08-27	Security	Other - Security	m	ar	3
2020-08-27	Security	Other - Security	f	ar	1
2020-08-27	Security	Other - Security	m	ar	2
2020-08-27	Corruption	Other - Corruption	m	ar	1
2020-08-27	Governance	Other - Governance	m	ar	1
2020-08-28	Security	Other - Security	f	ar	4
2020-08-28	Security	Other - Security	m	ar	5
2020-08-28	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-28	Security	Other - Security	f	ar	2
2020-08-28	Security	Other - Security	m	ar	3
2020-08-28	Security	Other - Security	m	ar	4
2020-08-28	Corruption	Other - Corruption	m	ar	4
2020-08-29	Security	Other - Security	m	ar	3
2020-08-29	Security	Other - Security	m	ar	1
2020-08-29	Security	Other - Security	m	ar	1
2020-08-29	Corruption	Other - Corruption	m	ar	6
2020-08-29	Services	Other - Services	m	ar	1
2020-08-29	Services	Collective Action	m	ar	1
2020-08-30	Security	Other - Security	m	ar	4
2020-08-30	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-30	Security	Other - Security	f	ar	1
2020-08-30	Security	Other - Security	m	ar	2
2020-08-30	Corruption	Other - Corruption	f	ar	3
2020-08-30	Corruption	Other - Corruption	m	ar	6
2020-08-31	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-08-31	Security	Other - Security	m	ar	1
2020-08-31	Security	Other - Security	m	ar	1
2020-08-31	Corruption	Other - Corruption	f	ar	1
2020-08-31	Corruption	Other - Corruption	m	ar	5
2020-08-31	Corruption	Other - Corruption	f	ar	1
2020-08-31	Services	Other - Services	m	ar	1
2020-08-31	Governance	Other - Governance	f	ar	1
2020-08-31	Governance	Other - Governance	m	ar	2
2020-07-01	Security	Other - Security	f	ar	3
2020-07-01	Security	Other - Security	m	ar	2
2020-07-01	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-07-01	Security	Hopeful/Positive/Optimistic	m	ar	2
2020-07-01	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-07-01	Security	Other - Security	f	ar	1
2020-07-01	Security	Other - Security	m	ar	2
2020-07-01	Corruption	Other - Corruption	f	ar	1
2020-07-01	Corruption	Other - Corruption	m	ar	1
2020-07-01	Services	Divine Intervention	m	ar	2
2020-07-02	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-07-02	Corruption	Other - Corruption	m	ar	1
2020-07-02	Economy	Other - Economy	f	ar	1
2020-07-02	Governance	Other - Governance	m	ar	1
2020-07-02	Governance	Other - Governance	m	ar	1
2020-07-03	Security	Other - Security	f	ar	2
2020-07-03	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-07-03	Corruption	Other - Corruption	m	ar	6
2020-07-03	Services	Divine Intervention	f	ar	1
2020-07-04	Security	Other - Security	m	ar	1
2020-07-04	Security	Other - Security	f	ar	1
2020-07-04	Corruption	Other - Corruption	f	ar	1
2020-07-04	Corruption	Other - Corruption	m	ar	1
2020-07-05	Security	Other - Security	f	ar	2
2020-07-05	Security	Other - Security	m	ar	1
2020-07-05	Security	Other - Security	f	ar	3
2020-07-05	Corruption	Other - Corruption	m	ar	1
2020-07-06	Security	Other - Security	f	ar	1
2020-07-06	Security	Other - Security	m	ar	3
2020-07-06	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-07-06	Security	Hopeless/Negative/Pessimistic	m	ar	2
2020-07-06	Security	Other - Security	m	ar	1
2020-07-06	Security	Other - Security	f	ar	2
2020-07-06	Security	Other - Security	m	ar	10
2020-07-06	Corruption	Other - Corruption	f	ar	1
2020-07-06	Corruption	Other - Corruption	m	ar	6
2020-07-07	Security	Other - Security	f	ar	1
2020-07-07	Security	Other - Security	m	ar	4
2020-07-07	Security	Other - Security	f	ar	1
2020-07-07	Security	Other - Security	m	ar	1
2020-07-07	Corruption	Other - Corruption	m	ar	1
2020-07-07	Services	Other - Services	m	ar	1
2020-07-08	Security	Other - Security	f	ar	2
2020-07-08	Security	Other - Security	m	ar	3
2020-07-08	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-07-08	Security	Other - Security	f	ar	2
2020-07-08	Services	Other - Services	m	ar	1
2020-07-09	Security	Other - Security	f	ar	1
2020-07-09	Security	Other - Security	m	ar	3
2020-07-09	Security	Other - Security	m	ar	1
2020-07-10	Security	Other - Security	m	ar	1
2020-07-10	Corruption	Other - Corruption	m	ar	3
2020-07-10	Services	Other - Services	m	ar	1
2020-07-11	Security	Other - Security	m	ar	1
2020-07-11	Security	Other - Security	m	ar	1
2020-07-11	Corruption	Other - Corruption	m	ar	1
2020-07-11	Governance	Other - Governance	f	ar	1
2020-07-12	Security	Other - Security	f	ar	1
2020-07-12	Security	Other - Security	m	ar	2
2020-07-12	Security	Other - Security	f	ar	1
2020-07-12	Corruption	Other - Corruption	f	ar	2
2020-07-12	Corruption	Other - Corruption	m	ar	1
2020-07-12	Services	Collective Action	m	ar	1
2020-07-13	Security	Other - Security	m	ar	3
2020-07-13	Corruption	Other - Corruption	m	ar	2
2020-07-13	Services	Collective Action	m	ar	1
2020-07-14	Security	Other - Security	f	ar	1
2020-07-14	Security	Other - Security	m	ar	2
2020-07-14	Corruption	Other - Corruption	m	ar	2
2020-07-15	Security	Other - Security	m	ar	2
2020-07-15	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-07-15	Security	Other - Security	f	ar	1
2020-07-15	Corruption	Other - Corruption	f	ar	2
2020-07-15	Corruption	Other - Corruption	m	ar	4
2020-07-15	Services	Other - Services	m	ar	2
2020-07-15	Governance	Other - Governance	m	ar	1
2020-07-15	Governance	Other - Governance	m	ar	1
2020-07-16	Security	Other - Security	f	ar	1
2020-07-16	Security	Other - Security	m	ar	2
2020-07-16	Security	Other - Security	m	ar	1
2020-07-16	Corruption	Other - Corruption	f	ar	2
2020-07-16	Corruption	Other - Corruption	m	ar	1
2020-07-17	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-07-17	Corruption	Other - Corruption	f	ar	1
2020-07-17	Corruption	Other - Corruption	m	ar	1
2020-07-17	Services	Other - Services	f	ar	2
2020-07-18	Security	Other - Security	f	ar	1
2020-07-18	Security	Other - Security	m	ar	2
2020-07-18	Security	Hopeful/Positive/Optimistic	m	ar	2
2020-07-18	Security	Other - Security	m	ar	1
2020-07-18	Corruption	Other - Corruption	m	ar	3
2020-07-18	Corruption	Other - Corruption	m	ar	1
2020-07-19	Security	Other - Security	f	ar	2
2020-07-19	Security	Other - Security	m	ar	2
2020-07-19	Corruption	Other - Corruption	m	ar	2
2020-07-19	Corruption	Other - Corruption	m	ar	1
2020-07-19	Services	Divine Intervention	m	ar	1
2020-07-20	Security	Other - Security	f	ar	2
2020-07-20	Security	Other - Security	m	ar	1
2020-07-20	Security	Other - Security	f	ar	1
2020-07-20	Security	Other - Security	m	ar	1
2020-07-20	Corruption	Other - Corruption	f	ar	1
2020-07-20	Corruption	Other - Corruption	m	ar	3
2020-07-20	Economy	Other - Economy	m	ar	1
2020-07-21	Security	Other - Security	f	ar	1
2020-07-21	Security	Other - Security	m	ar	2
2020-07-21	Security	Other - Security	m	ar	1
2020-07-21	Corruption	Other - Corruption	m	ar	2
2020-07-21	Services	Other - Services	f	ar	1
2020-07-21	Economy	Other - Economy	f	ar	1
2020-07-21	Governance	Other - Governance	m	ar	1
2020-07-22	Security	Other - Security	m	ar	1
2020-07-22	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-07-22	Security	Other - Security	m	ar	1
2020-07-22	Corruption	Other - Corruption	m	ar	2
2020-07-22	Services	Other - Services	m	ar	1
2020-07-22	Governance	Other - Governance	m	ar	1
2020-07-23	Security	Other - Security	f	ar	1
2020-07-23	Security	Other - Security	m	ar	1
2020-07-23	Security	Other - Security	f	ar	1
2020-07-23	Security	Other - Security	m	ar	4
2020-07-23	Corruption	Other - Corruption	f	ar	1
2020-07-23	Corruption	Other - Corruption	m	ar	4
2020-07-24	Security	Other - Security	m	ar	1
2020-07-24	Corruption	Other - Corruption	m	ar	4
2020-07-24	Governance	Other - Governance	f	ar	1
2020-07-25	Security	Other - Security	f	ar	1
2020-07-25	Corruption	Active-agentic	f	ar	1
2020-07-25	Services	Other - Services	m	ar	2
2020-07-25	Economy	Other - Economy	m	ar	1
2020-07-25	Governance	Other - Governance	m	ar	1
2020-07-26	Security	Other - Security	f	ar	1
2020-07-26	Security	Other - Security	m	ar	3
2020-07-26	Security	Other - Security	m	ar	1
2020-07-26	Corruption	Other - Corruption	m	ar	1
2020-07-26	Services	Other - Services	m	ar	1
2020-07-26	Governance	Other - Governance	m	ar	1
2020-07-27	Security	Other - Security	f	ar	2
2020-07-27	Security	Other - Security	m	ar	6
2020-07-27	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-07-27	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-07-27	Security	Other - Security	m	ar	2
2020-07-27	Corruption	Other - Corruption	m	ar	4
2020-07-27	Services	Other - Services	m	ar	1
2020-07-27	Services	Divine Intervention	m	ar	1
2020-07-27	Governance	Other - Governance	m	ar	1
2020-07-27	Governance	Other - Governance	f	ar	1
2020-07-28	Security	Other - Security	f	ar	1
2020-07-28	Security	Other - Security	m	ar	4
2020-07-28	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-07-28	Security	Other - Security	m	ar	2
2020-07-28	Corruption	Other - Corruption	f	ar	1
2020-07-28	Corruption	Other - Corruption	m	ar	1
2020-07-28	Governance	Other - Governance	f	ar	2
2020-07-29	Security	Other - Security	m	ar	1
2020-07-29	Security	Other - Security	m	ar	1
2020-07-29	Corruption	Other - Corruption	f	ar	1
2020-07-29	Corruption	Other - Corruption	m	ar	4
2020-07-29	Services	Other - Services	f	ar	1
2020-07-29	Services	Other - Services	m	ar	1
2020-07-30	Security	Other - Security	f	ar	1
2020-07-30	Security	Other - Security	m	ar	1
2020-07-30	Security	Other - Security	m	ar	1
2020-07-30	Security	Other - Security	m	ar	2
2020-07-30	Corruption	Other - Corruption	f	ar	2
2020-07-30	Corruption	Other - Corruption	m	ar	4
2020-07-31	Security	Other - Security	m	ar	2
2020-07-31	Security	Other - Security	m	ar	1
2020-07-31	Corruption	Other - Corruption	f	ar	1
2020-07-31	Corruption	Other - Corruption	m	ar	7
2020-07-31	Corruption	Other - Corruption	f	ar	1
2020-07-31	Corruption	Other - Corruption	m	ar	2
2020-07-31	Governance	Other - Governance	m	ar	3
2020-06-01	Security	Other - Security	m	ar	3
2020-06-01	Security	Other - Security	m	ar	2
2020-06-01	Security	Other - Security	m	ar	1
2020-06-01	Corruption	Other - Corruption	f	ar	1
2020-06-01	Corruption	Other - Corruption	m	ar	2
2020-06-01	Governance	Other - Governance	m	ar	1
2020-06-01	Governance	Other - Governance	m	ar	1
2020-06-02	Security	Other - Security	f	ar	2
2020-06-02	Security	Other - Security	m	ar	2
2020-06-02	Security	Other - Security	m	ar	1
2020-06-02	Security	Other - Security	m	ar	2
2020-06-02	Corruption	Other - Corruption	m	ar	2
2020-06-02	Services	Other - Services	m	ar	1
2020-06-02	Services	Collective Action	f	ar	1
2020-06-02	Services	Other - Services	m	ar	1
2020-06-02	Governance	Other - Governance	f	ar	1
2020-06-03	Security	Other - Security	f	ar	1
2020-06-03	Security	Other - Security	m	ar	2
2020-06-03	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-06-03	Security	Other - Security	m	ar	2
2020-06-03	Corruption	Other - Corruption	f	ar	4
2020-06-03	Corruption	Other - Corruption	m	ar	6
2020-06-03	Services	Other - Services	f	ar	1
2020-06-03	Governance	Other - Governance	m	ar	1
2020-06-04	Security	Other - Security	m	ar	2
2020-06-04	Corruption	Other - Corruption	f	ar	1
2020-06-04	Corruption	Other - Corruption	m	ar	5
2020-06-04	Corruption	Active-agentic	m	ar	1
2020-06-04	Corruption	Other - Corruption	m	ar	1
2020-06-04	Economy	Other - Economy	m	ar	1
2020-06-04	Governance	Other - Governance	m	ar	2
2020-06-05	Security	Other - Security	m	ar	3
2020-06-05	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-06-05	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-05	Security	Other - Security	m	ar	1
2020-06-05	Security	Other - Security	m	ar	1
2020-06-05	Corruption	Other - Corruption	f	ar	1
2020-06-05	Corruption	Other - Corruption	m	ar	3
2020-06-05	Services	Collective Action	m	ar	1
2020-06-06	Security	Other - Security	m	ar	3
2020-06-06	Security	Other - Security	f	ar	1
2020-06-06	Security	Other - Security	m	ar	3
2020-06-06	Corruption	Other - Corruption	m	ar	3
2020-06-06	Services	Collective Action	f	ar	2
2020-06-06	Governance	Other - Governance	m	ar	1
2020-06-07	Security	Other - Security	m	ar	2
2020-06-07	Security	Hopeful/Positive/Optimistic	f	ar	2
2020-06-07	Services	Other - Services	m	ar	1
2020-06-07	Services	Divine Intervention	m	ar	1
2020-06-07	Economy	Other - Economy	f	ar	1
2020-06-07	Governance	Other - Governance	m	ar	1
2020-06-08	Security	Other - Security	m	ar	2
2020-06-08	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-08	Security	Other - Security	m	ar	1
2020-06-08	Corruption	Other - Corruption	m	ar	1
2020-06-08	Services	Other - Services	m	ar	1
2020-06-08	Services	Divine Intervention	f	ar	1
2020-06-09	Security	Other - Security	f	ar	2
2020-06-09	Security	Other - Security	m	ar	2
2020-06-09	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-09	Corruption	Other - Corruption	f	ar	1
2020-06-09	Services	Other - Services	m	ar	1
2020-06-09	Governance	Other - Governance	m	ar	1
2020-06-09	Governance	Other - Governance	f	ar	1
2020-06-10	Security	Other - Security	m	ar	3
2020-06-10	Security	Other - Security	f	ar	1
2020-06-10	Security	Other - Security	m	ar	1
2020-06-10	Corruption	Other - Corruption	f	ar	3
2020-06-10	Corruption	Other - Corruption	m	ar	1
2020-06-10	Corruption	Other - Corruption	f	ar	1
2020-06-10	Services	Other - Services	f	ar	1
2020-06-11	Security	Other - Security	m	ar	4
2020-06-11	Security	Other - Security	m	ar	1
2020-06-11	Corruption	Other - Corruption	m	ar	2
2020-06-12	Security	Other - Security	f	ar	1
2020-06-12	Security	Other - Security	m	ar	3
2020-06-12	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-06-12	Security	Other - Security	f	ar	1
2020-06-12	Security	Other - Security	m	ar	1
2020-06-12	Security	Other - Security	m	ar	1
2020-06-12	Corruption	Other - Corruption	f	ar	1
2020-06-12	Governance	Other - Governance	m	ar	1
2020-06-13	Security	Other - Security	f	ar	2
2020-06-13	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-13	Security	Other - Security	f	ar	1
2020-06-13	Security	Other - Security	m	ar	1
2020-06-13	Security	Other - Security	m	ar	1
2020-06-13	Corruption	Other - Corruption	f	ar	1
2020-06-13	Corruption	Other - Corruption	m	ar	2
2020-06-14	Security	Other - Security	m	ar	1
2020-06-14	Security	Other - Security	f	ar	1
2020-06-14	Security	Other - Security	m	ar	1
2020-06-14	Corruption	Other - Corruption	f	ar	1
2020-06-14	Corruption	Other - Corruption	m	ar	3
2020-06-15	Corruption	Other - Corruption	f	ar	1
2020-06-15	Corruption	Other - Corruption	m	ar	3
2020-06-15	Services	Other - Services	m	ar	1
2020-06-16	Security	Other - Security	f	ar	1
2020-06-16	Security	Other - Security	m	ar	3
2020-06-16	Corruption	Other - Corruption	f	ar	1
2020-06-16	Corruption	Other - Corruption	m	ar	3
2020-06-17	Security	Other - Security	f	ar	1
2020-06-17	Security	Other - Security	m	ar	5
2020-06-17	Security	Other - Security	m	ar	3
2020-06-17	Corruption	Other - Corruption	m	ar	2
2020-06-17	Economy	Other - Economy	m	ar	1
2020-06-18	Security	Other - Security	m	ar	1
2020-06-18	Corruption	Other - Corruption	m	ar	3
2020-06-18	Services	Divine Intervention	f	ar	1
2020-06-19	Security	Other - Security	f	ar	1
2020-06-19	Corruption	Other - Corruption	m	ar	3
2020-06-19	Services	Divine Intervention	m	ar	2
2020-06-20	Corruption	Other - Corruption	m	ar	1
2020-06-21	Security	Other - Security	m	ar	4
2020-06-21	Security	Other - Security	m	ar	1
2020-06-21	Corruption	Other - Corruption	m	ar	1
2020-06-21	Services	Other - Services	f	ar	1
2020-06-21	Services	Divine Intervention	m	ar	2
2020-06-21	Governance	Other - Governance	m	ar	1
2020-06-22	Security	Other - Security	f	ar	2
2020-06-22	Security	Other - Security	m	ar	1
2020-06-22	Services	Divine Intervention	f	ar	1
2020-06-23	Corruption	Other - Corruption	m	ar	13
2020-06-23	Services	Other - Services	m	ar	1
2020-06-23	Services	Collective Action	m	ar	1
2020-06-24	Security	Other - Security	m	ar	1
2020-06-24	Corruption	Other - Corruption	f	ar	1
2020-06-24	Corruption	Other - Corruption	m	ar	4
2020-06-24	Services	Collective Action	f	ar	1
2020-06-25	Security	Other - Security	m	ar	1
2020-06-25	Security	Other - Security	m	ar	1
2020-06-25	Corruption	Other - Corruption	m	ar	1
2020-06-26	Security	Other - Security	m	ar	1
2020-06-26	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-06-26	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-26	Security	Other - Security	m	ar	1
2020-06-26	Security	Other - Security	f	ar	1
2020-06-26	Security	Other - Security	m	ar	1
2020-06-26	Security	Other - Security	m	ar	1
2020-06-26	Corruption	Other - Corruption	m	ar	2
2020-06-27	Security	Other - Security	f	ar	1
2020-06-27	Security	Other - Security	m	ar	4
2020-06-27	Security	Hopeless/Negative/Pessimistic	m	ar	8
2020-06-27	Security	Other - Security	f	ar	1
2020-06-27	Security	Other - Security	m	ar	1
2020-06-27	Corruption	Other - Corruption	m	ar	1
2020-06-27	Services	Other - Services	f	ar	1
2020-06-27	Services	Other - Services	m	ar	3
2020-06-28	Security	Other - Security	m	ar	2
2020-06-28	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-28	Security	Other - Security	m	ar	1
2020-06-28	Corruption	Other - Corruption	m	ar	4
2020-06-29	Security	Other - Security	m	ar	8
2020-06-29	Corruption	Other - Corruption	m	ar	2
2020-06-29	Economy	Other - Economy	f	ar	1
2020-06-29	Governance	Other - Governance	m	ar	1
2020-06-30	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-06-30	Security	Other - Security	m	ar	1
2020-06-30	Corruption	Other - Corruption	f	ar	1
2020-06-30	Corruption	Other - Corruption	m	ar	3
2020-06-30	Corruption	Other - Corruption	m	ar	1
2020-06-30	Economy	Other - Economy	m	ar	1
2020-05-01	Security	Other - Security	m	ar	3
